菌光流转，似有灵性。	Ánh nấm lưu chuyển, dường như có linh tính.
灵蕴内敛，光华不显。	Linh uẩn thu liễm, quang hoa không hiển.
灵菌已死，精华尽散。	Linh nấm đã chết, tinh hoa tản hết.
此菇竟能自行吐纳发光，奇妙。	Con nấm này thực sự có thể tự tổ nạp phát sáng, kỳ diệu.
光华收敛，进入蛰伏。	Quang hoa thu liễm, bước vào ngủ đông.
生机已断，化为焦炭。	Sinh cơ đã đứt, hóa thành than.
内含迷魂烟瘴，可制敌于无形。	Bên trong chứa khói mê hồn, có thể chế địch vô hình.
将狂暴菌毒封于一处，掷出即爆，阴损。	Phong kín nấm độc cuồng bạo tại một chỗ, ném ra là nổ, âm tổn.
菌妖蜕下的皮囊，坚韧异常。	Vỏ mà nấm yêu lột ra, kiên cường khác thường.
毒穴已空，妖物离巢。	Hốc độc đã trống, yêu vật rời tổ.
地底毒瘴翻涌，妖物即将破土。	Độc khí dưới đất trào lên, yêu vật sắp phá đất.
毒菌成精，化为此座，当诛。	Nấm độc thành tinh, hóa thành vật này, đáng giết.
毒菌化形，修为不浅，需小心应对。	Nấm độc hóa hình, tu vi không nông, cần cẩn thận ứng phó.
妖物狂怒，毒瘴滔天！	Yêu vật cuồng nộ, độc khí tràn trời!
菌王结冠，散播孢子，意在繁衍族群。	Nấm vương đội mũ, tán bào tử, ý muốn phồn thực tộc quần.
冠冕焚毁，孢子尽灭，威胁已除。	Mũ bị thiêu hủy, bào tử diệt hết, mối đe dọa đã trừ.
此菌通体幽蓝，阴寒之气逼人。	Nấm này toàn thân màu xanh u ám, âm hàn chi khí bức người.
孢子四散，沾染者恐心神受蚀。	Bào tử tán khắp, người nhiễm phải e tâm thần bị xâm thực.
赤色菌树，隐有火灵躁动。	Nấm cây đỏ, ẩn có hỏa linh náo loạn.
火孢飘洒，触之如灼。	Bào tử lửa rơi, chạm vào như bỏng.
绿菌蕴有生机，却也带毒。	Nấm xanh ẩn chứa sinh cơ, nhưng cũng mang độc.
毒孢混于生机之中，更为隐秘。	Bào tử độc lẫn vào sinh cơ, càng thêm ẩn tàng.
菌树被妖蛛秽网缠绕，灵气污浊。	Cây nấm bị màng nhện yêu ô uế bao quanh, linh khí ô trọc.
蓝色孢子，寒毒蚀骨，避之则吉。	Bào tử xanh, hàn độc ăn xương, tránh là tốt.
以灵力包裹，暂可隔绝其寒毒。	Bọc bằng linh lực, tạm thời có thể cách ly hàn độc.
红色孢子，内含爆裂火气，不可轻触。	Bào tử đỏ, bên trong chứa hỏa khí bùng nổ, không thể chạm nhẹ.
火气被拘于方寸之间，需小心控御。	Hỏa khí bị giam trong khoảng tấc đất, cần cẩn thận kiểm soát.
绿色孢子，看似生机盎然，实则暗藏木煞。	Bào tử xanh lá, trông có vẻ sinh cơ tràn trề, thực ra ẩn chứa mộc sát.
木煞之气已被禁锢，或可一用。	Mộc sát chi khí đã bị giam cầm, có thể dùng được.
兔妖巢穴，幻化胡萝卜形，拙劣掩饰。	Tổ thỏ yêu, huyễn hóa thành hình cà rốt, che giấu vụng về.
巢穴已焚，妖兔或已遁走。	Tổ đã thiêu, thỏ yêu có thể đã trốn.
此物甲壳坚硬，以矿物为食，习性奇特。	Vật này vỏ giáp cứng, ăn khoáng vật, tập tính kỳ đặc.
甲壳碎片，质地坚硬，可作炼器辅材。	Mảnh vỡ vỏ giáp, chất liệu cứng, có thể làm phụ liệu luyện khí.
以妖物甲壳制成，防护尚可。	Được chế từ vỏ giáp yêu vật, phòng hộ tạm được.
矿穴深处，便是此物巢窠。	Sâu trong hầm khoáng, chính là tổ của vật này.
此黏液滑腻，似有腐蚀之性。	Chất nhớt này trơn nhờn, dường như có tính ăn mòn.
缩入壳中？无趣。	Co vào vỏ? Nhàm chán.
擅于伪装，伏于暗处，阴险。	Giỏi ngụy trang, ẩn nấp trong bóng tối, âm hiểm.
竟能远喷毒液，需先行诛灭。	Thực sự có thể phun độc từ xa, cần tiêu diệt trước.
蛛网密布，内藏杀机。	Màng nhện dày đặc, bên trong ẩn chứa sát cơ.
蛛秽缠石，妖气弥漫。	Nhện bẩn quấn đá, yêu khí tràn ngập.
寻常钟乳石，或含些许矿物。	Thạch nhũ thường thường, có thể chứa một ít khoáng vật.
此石笋汇聚地脉灵气，已非凡品。	Thạch nhũ này tụ linh khí địa mạch, đã không phải phàm phẩm.
兽毛织就，踏之松软，可聚些许暖意。	Được dệt từ lông thú, bước lên mềm mại, có thể tụ chút ấm áp.
石板拼砌，规整有余，灵气稀薄。	Đá phiến ghép lại, ngăn nắp dư thừa, linh khí thưa thớt.
寻常泥土，生机匮乏。	Đất thường, sinh cơ thiếu hụt.
林木之气滋养之地。	Đất được mộc khí rừng cây nuôi dưỡng.
草木生机尚存。	Sinh cơ thảo mộc vẫn còn.
湿腐之地，阴气沉积。	Đất ẩm mục, âm khí trầm tích.
天外陨星冲击所成，气息迥异。	Được hình thành từ thiên thạch ngoài trời va vào, khí tức hoàn toàn khác.
水汽充沛，金石之气混杂。	Thủy khí dồi dào, kim thạch chi khí lẫn lộn.
人工开凿的路径，便于行走。	Con đường được đào tay, tiện đi lại.
顽石之地，灵气难存。	Đất đá ngoan cố, linh khí khó tồn tại.
燥热平原，火土之气旺盛。	Thảo nguyên khô nóng, hỏa thổ chi khí hưng vượng.
木质地板，寻常凡物。	Sàn gỗ, vật tầm thường.
地穴阴寒，岩石沁骨。	Động phủ âm hàn, đá thấm vào xương.
菌类丛生，阴湿之气浓郁。	Nấm mọc rậm rạp, âm ẩm chi khí nồng nặc.
菌类异变，气息诡谲不祥。	Nấm dị biến, khí tức quái dị bất tường.
石板铭刻远古纹路，道韵犹存。	Đá phiến khắc văn lộ thượng cổ, đạo vận vẫn còn.
泥泞陷坑，污秽不堪。	Hố bùn lầy, ô uế không chịu được.
乱石嶙峋，乃地脉不稳之象。	Đá lởm chởm lồi lõm, là dấu hiệu địa mạch bất ổn.
泥泞不堪，污秽陷足。	Bùn lầy không chịu được, ô uế lún chân.
落叶归根，轮回之气流转。	Lá rụng về cội, luân hồi chi khí lưu chuyển.
沙地贫瘠，金气涣散。	Đất cát cằn cỗi, kim khí tản mát.
荒芜之地，生机断绝。	Đất hoang phế, sinh cơ đứt tuyệt.
大漠狂沙，燥烈异常。	Cát điên đại mạc, khô rát bất thường.
绿菌蔓延，毒瘴暗生。	Nấm xanh lan rộng, độc khí âm thầm sinh ra.
赤菌丛生，火煞躁动。	Nấm đỏ mọc rậm, hỏa sát náo loạn.
龙鳞铺地，水火不侵，倒是难得。	Vảy rồng lót đất, thủy hỏa không xâm, lại hiếm có.
贝冢遍地，水灵之气浓郁。	Vỏ sò đầy đất, thủy linh chi khí nồng nặc.
远古砖石，铭刻失落道纹。	Gạch đá thượng cổ, khắc văn đạo đã thất lạc.
仿制古砖，徒具其形，神韵不足。	Gạch cổ bắt chước, chỉ có hình, thần vận không đủ.
远古瓷砖，流光内蕴。	Gạch men thượng cổ, lưu quang ẩn chứa bên trong.
赝品瓷砖，光华浮于表面。	Gạch men giả, quang hoa nổi trên bề mặt.
远古砖雕，巧夺天工。	Điêu khắc gạch thượng cổ, tinh xảo hơn trời.
仿古砖雕，匠气过重，失了古意。	Điêu khắc gạch cổ bắt chước, thợ thủ công khí quá nặng, mất đi ý cổ.
沙地隐有异香，似与妖猴相关。	Trong cát ẩn chứa hương kỳ, dường như liên quan đến yêu hầu.
绒毯更甚，几可凝神。	Thảm nhung lại càng hơn, gần như có thể tập trung tinh thần.
灰石拼图，冷峻肃穆。	Tranh ghép đá xám, lạnh lùng trang nghiêm.
赤石镶嵌，隐现炎阳之力。	Đá đỏ khảm vào, ẩn hiện dương hỏa chi lực.
蓝石铺就，似有寒泉之息。	Đá xanh lót nền, dường như có hàn tuyền chi tức.
以鬃毛织毯，煞气逼人，非祥瑞之物。	Thảm dệt từ bờm, sát khí bức người, không phải vật cát tường.
看似灵糕，实则毫无灵气，乃欺世之物。	Trông như linh cao, thực ra không có linh khí, là vật lừa đời.
封禁之术？待我以力破之。	Phong cấm chi thuật? Để ta dùng lực phá.
此穴直通幽冥，煞气冲天。	Hốc này thông thẳng đến u minh, sát khí xung thiên.
地穴入口，阴气外泄。	Cửa vào động phủ, âm khí rò rỉ ra ngoài.
幽冥之地，且去一探。	Đất u minh, cứ đi thám hiểm một chút.
通道不稳，容不得多人同时进入。	Thông đạo không ổn, không chứa được nhiều người vào cùng lúc.
返回地面的通道。	Thông đạo trở về mặt đất.
是该离开了。	Đến lúc rời đi rồi.
前方阻塞，稍候再行。	Phía trước bị tắc nghẽn, đợi chút rồi đi.
此物发出靡靡之音，惑乱心神。	Vật này phát ra âm thanh mê hoặc, làm rối loạn tâm thần.
飞去来器，轨迹刁钻，可作奇兵。	Dụng cụ bay về, quỹ đạo tinh ranh, có thể làm kỳ binh.
猪妖守卫，煞气颇重，修为不弱。	Vệ binh heo yêu, sát khí khá nặng, tu vi không yếu.
一个弱小的缚地灵，不足为虑。	Một địa linh bị trói yếu ớt, không đáng lo.
那朵花是其魂器？有点意思。	Bông hoa đó là hồn khí của nó? Có chút thú vị.
怨气在凝聚，这灵体在变强。	Oán khí đang ngưng tụ, linh thể này đang mạnh hơn.
魂器与她的联系更深了。	Mối liên hệ giữa hồn khí và cô ta sâu hơn rồi.
完整的姐妹魂体？这种羁绊倒是罕见。	Hồn thể chị em hoàn chỉnh? Sợi dây ràng buộc này lại hiếm thấy.
以执念化形，长存于世，可叹亦可悲。	Dùng chấp niệm hóa hình, trường tồn trên đời, đáng thán cũng đáng bi.
空间波动剧烈，此门背后吉凶难测。	Không gian dao động mãnh liệt, sau cánh cửa này hung cát khó lường.
竟能替死一次，此乃逆天之物，因果甚大。	Thực sự có thể thay chết một lần, đây là vật nghịch thiên, nhân quả rất lớn.
兽踪残留的气息，可循迹追踪。	Khí tức còn lại từ dấu thú, có thể theo dõi.
草木编织，聊胜于无。	Thảo mộc dệt lại, cũng hơn là không có.
玄石重铠，防御惊人，但行动不便。	Giáp nặng huyền thạch, phòng thủ kinh ngạc, nhưng hành động bất tiện.
木质灵甲，轻便坚韧，堪堪一用。	Linh giáp gỗ, nhẹ nhàng bền bỉ, cũng đủ dùng.
以心神损耗为代价换取防护，邪门。	Đánh đổi tâm thần để lấy phòng hộ, môn phái tà đạo.
万物终将归于尘土。	Vạn vật cuối cùng cũng về với bụi đất.
灵花焚尽，芳魂已逝。	Linh hoa thiêu hết, phương hồn đã qua.
窥秘之骨，已化飞灰。	Cốt dòm ngó bí mật, đã hóa thành tro bay.
此物被非凡之火焚毁，痕迹诡异。	Vật này bị ngọn lửa phi thường thiêu hủy, dấu vết quái dị.
一柄寻常铁斧，用以伐木足矣。	Một chiếc rìu sắt thường, dùng để đốn cây là đủ.
幼兽灵性未足，懵懂无知。	Thú non linh tính chưa đủ, ngây thơ vô tri.
幼兽酣眠，不宜惊扰。	Thú non đang ngủ say, không nên làm kinh động.
内含须弥芥子之妙，可纳物于方寸。	Bên trong chứa diệu lý Tu Di hạt mù tạt, có thể thu vật vào tấc đất.
以此符箓封存物品，可保灵机不泄。	Dùng phù lục này phong tồn vật phẩm, có thể bảo toàn linh cơ không rò rỉ.
寻常储物袋，空间尚可。	Túi trữ vật thường, không gian tạm được.
凡俗食物，仅能果腹。	Thức ăn trần tục, chỉ đủ no bụng.
以灵蜜调和草药，略有疗伤之效。	Dùng linh mật điều hòa thảo dược, có chút hiệu quả chữa thương.
须发皆乃血气之余，此物却隐含灵能。	Râu tóc đều là dư khí huyết, nhưng vật này ẩn chứa linh năng.
此熊罴已成精怪，力大无穷，莫要轻易招惹。	Con gấu này đã thành tinh quái, sức mạnh vô cùng, chớ dễ dàng chọc vào.
以熊妖精皮所制，御寒之效非凡。	Được chế từ da tinh gấu yêu, hiệu quả chống lạnh phi thường.
囊内自成寒冰结界，可保物品不腐。	Trong túi tự thành hàn băng kết giới, có thể bảo vật phẩm không thối.
妖熊皮毛，灵气充沛，是上好的炼器材料。	Da lông gấu yêu, linh khí dồi dào, là nguyên liệu luyện khí thượng hạng.
简陋草席，仅能遮风避露。	Chiếu cỏ đơn sơ, chỉ đủ che gió tránh sương.
蜂群化妖，其主修为深不可测，当慎之。	Đàn ong hóa yêu, tu vi của chúa của nó sâu không thể đo lường, cần thận trọng.
蜂胶积聚，已成妖巢之基。	Keo ong tích tụ, đã thành nền tảng tổ yêu.
蜂巢汲取地脉生机，正在壮大。	Tổ ong hút sinh cơ địa mạch, đang lớn mạnh.
蜂妖王庭，煞气冲天，内蕴凶险。	Triều đình của ong yêu, sát khí xung thiên, bên trong ẩn chứa hung hiểm.
蜂妖亲卫，獠牙带毒，攻势凌厉。	Thân vệ ong yêu, nanh độc mang theo, tấn công mãnh liệt.
蜂后气息凝于冠冕，可号令蜂群？	Khí tức ong chúa ngưng tụ tại mũ, có thể hô lệnh đàn ong?
简陋图示，记录凡俗信息。	Hình vẽ đơn sơ, ghi lại thông tin trần tục.
一块空白木牌，留待标记之用。	Một tấm bảng gỗ trống, chờ được đánh dấu.
未雕琢的木料，尚需加工。	Gỗ chưa được chạm khắc, cần gia công thêm.
寻常工蜂，忙于采集花蜜。	Ong thợ thường, bận rộn thu thập mật hoa.
蜂针含毒，需以灵力禁锢。	Kim ong chứa độc, cần dùng linh lực giam cầm.
蜂箱已满，蜜露尚可，取之用之。	Tổ ong đã đầy, mật lộ tạm được, lấy mà dùng.
蜜已盈箱，当及时收取，以免浪费。	Mật đã đầy hộp, nên thu hoạch kịp thời, tránh lãng phí.
蜂箱运作如常，无需过多关注。	Tổ ong vận hành bình thường, không cần chú ý quá nhiều.
箱内无蜜，需待时日。	Trong hộp không có mật, cần đợi thêm.
蜜量渐增，尚未可取。	Lượng mật dần tăng, chưa thể lấy.
蜂箱已毁，可惜了这些蜂群。	Tổ ong đã hủy, tiếc cho đàn ong này.
菌菇繁茂，生长已达极限。	Nấm sinh trưởng tốt, đã đạt giới hạn.
菌菇长势良好，收获颇丰。	Nấm sinh trưởng tốt, thu hoạch khá nhiều.
菌菇已有生长，但仍需时日。	Nấm đã có sinh trưởng, nhưng vẫn cần thêm thời gian.
此地空置，待种下菌种。	Nơi này trống, chờ gieo nấm giống.
原木腐朽，需更换新木以续菌菇生机。	Gỗ gốc đã mục, cần thay gỗ mới để tiếp tục sinh cơ nấm.
蘑菇园遭焚，一切需从头再来。	Vườn nấm bị thiêu, mọi thứ cần làm lại từ đầu.
天寒地冻，菌菇生长停滞。	Trời lạnh đất đông, nấm sinh trưởng dừng lại.
此牛竟愿跟随，倒也省去驯化功夫。	Con bò này thực sự muốn đi theo, cũng tiết kiệm công sức thuần hóa.
皮弗娄牛，群居生灵，力大可驭。	Bò Beefalo, sinh linh sống theo đàn, sức mạnh có thể điều khiển.
牛毛尽失，需待其重新生长。	Lông bò đã mất hết, cần đợi mọc lại.
牛已酣睡，此时不宜惊扰。	Bò đang ngủ say, lúc này không nên quấy rầy.
此牛已驯服，可堪一用。	Con bò này đã thuần phục, có thể dùng được.
此牛性情暴躁，需小心应对。	Con bò này tính tình nóng nảy, cần cẩn thận ứng phó.
此牛体魄强健，适于骑乘。	Con bò này thể chất cường tráng, thích hợp để cưỡi.
此牛过于肥硕，恐行动不便。	Con bò này quá béo mập, e hành động bất tiện.
此牛与我相伴日久，默契渐生。	Con bò này đã ở bên ta lâu ngày, sự ăn ý dần sinh.
牛角帽，可避风寒，亦可混淆牛群感知。	Mũ sừng bò, có thể tránh gió lạnh, cũng có thể gây nhầm lẫn cảm nhận đàn bò.
牛毛厚实，可纺线织布，御寒之物。	Lông bò dày thực, có thể kéo sợi dệt vải, vật chống lạnh.
养蜂帽，可防蜂针刺面，便于收取蜂蜜。	Mũ nuôi ong, có thể phòng kim ong châm mặt, tiện thu hoạch mật ong.
蜂蜡，性稳，可防腐，亦可用于制作烛火。	Sáp ong, tính ổn định, có thể phòng mục, cũng có thể dùng để làm nến.
野生蜂巢，蜂蜜虽好，取之需防蜂群反击。	Tổ ong hoang, mật ong tuy ngon, lấy cần đề phòng đàn ong phản công.
将活蜂封入机关，触之即发，阴损的陷阱。	Nhốt ong sống vào cơ quan, chạm vào là kích hoạt, bẫy âm tổn.
野浆果，可暂缓饥渴。	Quả mọng hoang, có thể tạm giảm đói khát.
烤熟的浆果，更易入口，利于消化。	Quả mọng nướng chín, dễ ăn hơn, lợi tiêu hóa.
浆果饱满多汁，解渴效果更佳。	Quả mọng căng mọng nước, giải khát tốt hơn.
烤制后汁液未失，风味尚可。	Sau khi nướng nước chưa mất, hương vị tạm được.
此地肥力已尽，需施肥方能再结果。	Địa lực nơi này đã cạn, cần bón phân mới kết quả lại.
炎热干旱，草木难存。	Nóng nực khô hạn, thảo mộc khó tồn tại.
浆果丛，可提供些许食物。	Bụi quả mọng, có thể cung cấp một ít thức ăn.
浆果已采尽，需待其重新生长。	Quả mọng đã hái hết, cần đợi mọc lại.
浆果丛似有病害迹象。	Bụi quả mọng dường như có dấu hiệu bệnh.
浆果丛起火，恐将焚毁。	Bụi quả mọng bốc lửa, e sẽ bị thiêu hủy.
此丛结果过度，地力耗尽，需休养。	Bụi này kết quả quá nhiều, địa lực cạn kiệt, cần nghỉ ngơi.
无法抵御高温，已然枯萎。	Không thể chịu được nhiệt độ cao, đã khô héo.
多汁浆果丛，果实更为饱满。	Bụi quả mọng nhiều nước, quả thực đầy đặn hơn.
果实已摘，静候下一轮生长。	Quả đã hái, yên tĩnh đợi vòng sinh trưởng tiếp theo.
此丛显现病态，需留意。	Bụi này hiện ra bệnh trạng, cần để ý.
浆果丛遭火焚，可惜。	Bụi quả mọng bị lửa thiêu, đáng tiếc.
鸟笼，可囚禁鸟类，便于获取其蛋。	Lồng chim, có thể giam cầm chim, tiện lấy trứng.
笼中有鸟。	Trong lồng có chim.
笼中鸟已安睡。	Chim trong lồng đã ngủ yên.
笼中鸟似有饥态，需喂食。	Chim trong lồng dường như đói, cần cho ăn.
此鸟濒临饿毙，需立即喂食。	Con chim này gần chết đói, cần cho ăn ngay.
笼中鸟已死。	Chim trong lồng đã chết.
仅余骨架，此鸟早已亡故。	Chỉ còn bộ xương, con chim này đã chết từ lâu.
捕鸟陷阱，以丝线机关困缚飞禽。	Bẫy bắt chim, dùng cơ quan tơ dây trói buộc chim bay.
洞穴香蕉已被焚毁。	Chuối hang động đã bị thiêu hủy.
鸟蛋，可食，亦可孵化。	Trứng chim, có thể ăn, cũng có thể ấp nở.
熟鸟蛋，更易保存与食用。	Trứng chim chín, dễ bảo quản và ăn hơn.
发条傀儡，行动有矩，攻其核心可破。	Bù nhìn lên dây cót, hành động có quy tắc, tấn công lõi của nó có thể phá.
火焰吹箭，附有爆裂之火，杀伤可观。	Tên thổi ngọn lửa, có thêm lửa bùng nổ, sát thương đáng kể.
催眠吹箭，中者昏睡，可制敌而非杀敌。	Tên thổi thôi miên, người trúng hôn mê, có thể chế địch mà không giết.
普通吹箭，射程有限，仅能扰敌。	Tên thổi thường, tầm bắn hạn chế, chỉ có thể quấy rầy địch.
雷电吹箭，迅疾刚猛，破邪有奇效。	Tên thổi lôi điện, nhanh mạnh cứng rắn, trừ tà có công hiệu kỳ lạ.
冰魄护符，散发寒气，可保尸体不腐，亦可伤敌。	Hộ phù băng phách, tỏa ra hàn khí, có thể giữ thi thể không thối, cũng có thể làm thương địch.
蓝宝石，内蕴极寒灵气，是上佳的冰系材料。	Bảo thạch xanh, ẩn chứa cực hàn linh khí, là nguyên liệu băng hệ thượng hạng.
一张图纸，记录了某种器物的制法。	Một tờ đồ quyển, ghi lại cách chế tạo một loại khí vật.
这张图纸记载的器物，似乎颇为不凡。	Khí vật được ghi lại trong tờ đồ quyển này, dường như khá phi thường.
雕像的构造图，需在特定地点方能建造。	Bản vẽ cấu trúc tượng đá, cần ở địa điểm đặc định mới có thể xây dựng.
一张烹饪配方卡。	Một thẻ công thức nấu ăn.
蓝蘑菇，性寒，生食可提振精神，但损生机。	Nấm xanh, tính hàn, ăn sống có thể kích thích tinh thần, nhưng tổn hại sinh cơ.
烤熟的蓝蘑菇，药性转为温和，可恢复理智。	Nấm xanh nướng chín, dược tính chuyển thành ôn hòa, có thể phục hồi lý trí.
蓝蘑菇，生于幽暗之地。	Nấm xanh, mọc ở nơi u ám.
蘑菇尚未长出地面。	Nấm chưa mọc khỏi mặt đất.
蘑菇已被采摘，需待其重新生长。	Nấm đã được hái, cần đợi mọc lại.
加工过的木板，是建造的基础材料。	Gỗ ván đã gia công, là vật liệu cơ bản để xây dựng.
骨头碎片，可用于炼制或制作某些物品。	Mảnh xương, có thể dùng để luyện chế hoặc chế tạo một số vật phẩm.
骨肉炖汤，营养丰富，可恢复体力。	Canh hầm xương thịt, giàu dinh dưỡng, có thể phục hồi thể lực.
捕虫网，可捕捉飞行昆虫，而不伤其性命。	Lưới bắt sâu, có thể bắt côn trùng bay mà không hại tính mạng.
灌木帽，穿戴后可隐匿身形于草丛。	Mũ bụi cây, sau khi đội có thể ẩn thân trong bụi cỏ.
黄油，由蝴蝶翅膀精粹而成，是上佳的食材。	Bơ, được tinh chế từ cánh bướm, là nguyên liệu thực phẩm thượng hạng.
蝴蝶，翅翼蕴含生机，可提炼精华。	Bướm, cánh ẩn chứa sinh cơ, có thể chiết xuất tinh hoa.
此蝶已受制，可取其翅或放生。	Con bướm này đã bị khống chế, có thể lấy cánh hoặc thả.
以蝴蝶翅粉入食，可稍补心神。	Dùng phấn cánh bướm vào thức ăn, có thể bổ sung chút tâm thần.
蝶翼轻薄，是炼制某些药剂的材料。	Cánh bướm mỏng nhẹ, là nguyên liệu luyện một số dược phẩm.
秃鹫，食腐为生，性情贪婪，需提防其抢夺。	Kền kền, ăn xác thối mà sống, tính tình tham lam, cần đề phòng nó cướp đoạt.
暗影所化的挖掘者，行为诡异。	Người đào hố được hóa thành từ bóng tối, hành vi quái dị.
暗影凝聚的舞者，形态不定，似有惑心之能。	Người nhảy múa được bóng tối ngưng tụ, hình thái không cố định, dường như có khả năng mê hoặc tâm.
仙人掌，耐旱多刺，果实可食，但需小心处理。	Xương rồng, chịu hạn nhiều gai, quả có thể ăn, nhưng cần cẩn thận xử lý.
仙人掌果实已被采摘，需待其重新生长。	Quả xương rồng đã được hái, cần đợi mọc lại.
烤熟的仙人掌肉，清爽解渴。	Thịt xương rồng nướng chín, mát mẻ giải khát.
仙人掌肉，需剔除尖刺方可食用。	Thịt xương rồng, cần loại bỏ gai nhọn mới có thể ăn.
仙人掌花，于恶劣环境中绽放，生命顽强。	Hoa xương rồng, nở trong môi trường khắc nghiệt, sức sống mãnh liệt.
寒焰将熄，需补充燃料。	Hàn diệm sắp tắt, cần bổ sung nhiên liệu.
冷焰燃烧，散发寒意，可保存食物。	Lạnh diệm cháy, tỏa ra hàn ý, có thể bảo quản thức ăn.
寒焰过旺，消耗加剧，需加控制。	Hàn diệm quá mạnh, tiêu hao tăng nhanh, cần kiểm soát thêm.
寒焰减弱，需添燃料以维持。	Hàn diệm yếu đi, cần thêm nhiên liệu để duy trì.
寒焰稳定，温度适宜。	Hàn diệm ổn định, nhiệt độ thích hợp.
寒焰已彻底熄灭。	Hàn diệm đã hoàn toàn tắt.
篝火余烬将灭，需添柴。	Tàn lửa trại sắp tắt, cần thêm củi.
篝火，提供光热，驱散黑暗与寒冷。	Lửa trại, cung cấp ánh sáng và hơi ấm, xua tan bóng tối và lạnh giá.
火势过猛，过于浪费燃料，且有危险。	Lửa quá mạnh, quá lãng phí nhiên liệu, và có nguy hiểm.
火焰变小，光热不足。	Lửa nhỏ lại, ánh sáng và hơi ấm không đủ.
篝火燃烧稳定。	Lửa trại cháy ổn định.
篝火已熄，仅余灰烬。	Lửa trại đã tắt, chỉ còn tro.
加速手杖，持之可提升脚力，便于赶路。	Trượng tăng tốc, cầm nó có thể nâng cao tốc độ chân, tiện đi đường.
浣猫，性情顽皮，偶尔会赠予物品。	Mèo gấu trúc, tính tình tinh nghịch, thỉnh thoảng sẽ tặng vật phẩm.
浣猫栖身的树洞。	Hốc cây nơi mèo gấu trúc trú ngụ.
树洞已空，浣猫未归。	Hốc cây đã trống, mèo gấu trúc chưa về.
浣猫皮帽，保暖效果尚可。	Mũ da mèo gấu trúc, hiệu quả giữ ấm tạm được.
浣猫之尾，似是刚取下不久。	Đuôi mèo gấu trúc, dường như vừa mới được lấy xuống.
胡萝卜，可生食，亦可烹饪。	Cà rốt, có thể ăn sống, cũng có thể nấu.
烤胡萝卜，味道更甜，易于消化。	Cà rốt nướng, vị ngọt hơn, dễ tiêu hóa.
生长中的胡萝卜。	Cà rốt đang sinh trưởng.
胡萝卜种子，需种于农田。	Hạt giống cà rốt, cần trồng trên ruộng nương.
制图桌，可绘制并分享所探明的地形。	Bàn vẽ bản đồ, có thể vẽ và chia sẻ địa hình đã khảo sát.
制图桌起火，正在燃烧。	Bàn vẽ bản đồ bốc lửa, đang cháy.
制图桌已被焚毁。	Bàn vẽ bản đồ đã bị thiêu hủy.
西瓜种子，需种于温暖之地。	Hạt giống dưa hấu, cần trồng ở nơi ấm áp.
洞穴蕨类，适应幽暗环境而生。	Dương xỉ hang động, thích nghi với môi trường u ám mà sống.
木炭，燃烧持久，是良好的燃料。	Than gỗ, cháy lâu dài, là nhiên liệu tốt.
卒子雕像，棋盘上的基础棋子。	Tượng đá tốt, quân cờ cơ bản trên bàn cờ.
战车雕像，造型稳重。	Tượng đá chiến xa, tạo hình ổn trọng.
雕像内部似有能量异动。	Bên trong tượng đá dường như có năng lượng dị động.
骑士雕像，雕琢精细。	Tượng đá kỵ sĩ, được chạm khắc tinh tế.
雕像似被某种力量牵引。	Tượng đá dường như bị một loại lực lượng kéo dắt.
主教雕像，形态庄重。	Tượng đá giám mục, hình thái trang trọng.
雕像蕴含的能量开始活跃。	Năng lượng ẩn chứa trong tượng đá bắt đầu hoạt bát.
这尊雕像的形制古老，似有来历。	Hình chế của tượng đá này cổ xưa, dường như có lai lịch.
国王雕像，颇具威仪。	Tượng đá quốc vương, khá uy nghi.
丰饶角雕像，象征富足。	Tượng đá sừng sung túc, tượng trưng cho giàu có.
烟斗雕像，做工寻常。	Tượng đá tẩu thuốc, làm thủ công thường.
独眼巨鹿雕像，散发着不祥的气息。	Tượng đá nai một mắt khổng lồ, tỏa ra khí tức bất tường.
熊獾雕像，栩栩如生，威势迫人。	Tượng đá gấu lửng, sinh động như thật, uy thế bức người.
麋鹿鹅雕像，形态奇特，兼具二者特征。	Tượng đá nai ngỗng, hình thái kỳ đặc, kết hợp đặc trưng của cả hai.
龙蝇雕像，其形态让我想起某种火系精怪。	Tượng đá chuồn chuồn rồng, hình thái của nó khiến ta nhớ đến một loại hỏa hệ tinh quái.
远古守护者雕像，记录着地底遗迹的守卫者。	Tượng đá người bảo vệ thượng cổ, ghi lại người bảo vệ di tích dưới đất.
月蛾雕像，翅翼纹路精巧。	Tượng đá bướm đêm nguyệt, vân đường cánh tinh xảo.
船锚雕像，沉重稳固，象征定力。	Tượng đá mỏ neo thuyền, nặng nề vững chắc, tượng trưng cho định lực.
月亮雕像，试图捕捉太阴之形，野心不小。	Tượng đá mặt trăng, cố gắng nắm bắt hình dạng thái âm, tham vọng không nhỏ.
胡萝卜鼠雕像，记录了一场竞速的结果。	Tượng đá chuột cà rốt, ghi lại kết quả một cuộc đua tốc độ.
邪天翁雕像，展翅姿态带着不详。	Tượng đá hải âu tà, tư thế xòe cánh mang theo bất tường.
帝王蟹雕像，甲壳峥嵘，颇具威势。	Tượng đá cua vua, vỏ giáp sừng sừng, khá uy thế.
毒菌蟾蜍雕像，形态介于菌类与动物之间，颇为奇特。	Tượng đá cóc nấm độc, hình thái giữa nấm và động vật, khá kỳ đặc.
