path	original	line	comment
DESCRIBE.WORMWOOD.FIRESTARTER	妾身以为你讨厌火，%s.	1104	物品名:"沃姆伍德"
DESCRIBE.WARLY.GENERIC	你好，%s。	1108	物品名:"沃利"->默认
DESCRIBE.WARLY.ATTACKER	酝酿着灾难。	1109	物品名:"沃利"
DESCRIBE.WARLY.MURDERER	别打妾身的主意。	1110	物品名:"沃利"
DESCRIBE.WARLY.REVIVER	总是可以指望%s来做一个计划。	1111	物品名:"告密的心" 制造描述:"鬼魂朋友复活了，好可怕。"
DESCRIBE.WARLY.GHOST	它现在用幽灵辣椒做饭吧。	1112	物品名:"幽灵"
DESCRIBE.WARLY.FIRESTARTER	他会把这个地方都烧了。	1113	物品名:"沃利"
DESCRIBE.WURT.GENERIC	你好，%s。	1117	物品名:"沃特"->默认
DESCRIBE.WURT.ATTACKER	%s今天一副凶神恶煞的样子……	1118	物品名:"沃特"
DESCRIBE.WURT.MURDERER	你是条杀人鱼。	1119	物品名:"沃特"
DESCRIBE.WURT.REVIVER	为什么要谢你，%s。	1120	物品名:"告密的心" 制造描述:"鬼魂朋友复活了，好可怕。"
DESCRIBE.WURT.GHOST	%s鱼鳃周围比平时更绿了。	1121	物品名:"幽灵"
DESCRIBE.WURT.FIRESTARTER	就没人教你别玩火吗？。	1122	物品名:"沃特"
DESCRIBE.WALTER.GENERIC	你好，%s。	1126	物品名:"沃尔特"->默认
DESCRIBE.WALTER.ATTACKER	这是你该做的事吗？	1127	物品名:"沃尔特"
DESCRIBE.WALTER.MURDERER	你的故事素材用完了吗，%s？	1128	物品名:"沃尔特"
DESCRIBE.WALTER.REVIVER	%s还是不错的。	1129	物品名:"告密的心" 制造描述:"鬼魂朋友复活了，好可怕。"
DESCRIBE.WALTER.GHOST	妾身知道你玩的很开心，但是妾身要去找一颗心。	1130	物品名:"幽灵"
DESCRIBE.WALTER.FIRESTARTER	那个看起来可不像是营火，%s。	1131	物品名:"沃尔特"
DESCRIBE.WANDA.GENERIC	你好，%s。	1135	物品名:"旺达"->默认
DESCRIBE.WANDA.ATTACKER	不要这么不分时间，不分场合，%s。	1136	物品名:"旺达"
DESCRIBE.WANDA.MURDERER	妾身绝不会给你第二次机会的。	1137	物品名:"旺达"
DESCRIBE.WANDA.REVIVER	要不是%s，妾身就成为历史了。	1138	物品名:"告密的心" 制造描述:"鬼魂朋友复活了，好可怕。"
DESCRIBE.WANDA.GHOST	赶紧去找颗心脏。	1139	物品名:"幽灵"
DESCRIBE.WANDA.FIRESTARTER	让妾身猜猜，这与什么有关？	1140	物品名:"旺达"
DESCRIBE.WONKEY.GENERIC	是只猴子。	1144	物品名:"芜猴"->默认
DESCRIBE.WONKEY.ATTACKER	嘿，别像猴子一样胡闹了。	1145	物品名:"芜猴"
DESCRIBE.WONKEY.MURDERER	它们发猴疯了。	1146	物品名:"芜猴"
DESCRIBE.WONKEY.REVIVER	妾身的命居然是……猴子救的？	1147	物品名:"告密的心" 制造描述:"鬼魂朋友复活了，好可怕。"
DESCRIBE.WONKEY.GHOST	那只猴子真吓人。	1148	物品名:"幽灵"
DESCRIBE.WONKEY.FIRESTARTER	孙悟空当时是不是就是这种感觉？	1149	物品名:"芜猴"
DESCRIBE.GLOMMER.GENERIC	恶趣味。	1156	物品名:"格罗姆"->默认
DESCRIBE.GLOMMER.SLEEPING	这虫子过的真不错。	1157	物品名:"格罗姆"->睡着了
DESCRIBE.GLOMMERFLOWER.GENERIC	花瓣微微发亮。	1161	物品名:"格罗姆花"->默认
DESCRIBE.GLOMMERFLOWER.DEAD	花瓣枯萎，微微发亮。	1162	物品名:"格罗姆花"->死了
DESCRIBE.GLOMMERWINGS	这些装在头上好看极了。	1164	物品名:"格罗姆翅膀"
DESCRIBE.GLOMMERFUEL	这团黏糊糊的东西。	1165	物品名:"格罗姆的黏液"
DESCRIBE.BELL	叮呤呤。	1166	物品名:"远古铃铛" 制造描述:"这可不是普通的铃铛。"
DESCRIBE.STATUEGLOMMER.GENERIC	妾身不确定那是什么东西。	1169	物品名:"格罗姆雕像"->默认
DESCRIBE.STATUEGLOMMER.EMPTY	打碎了，那是为了什么。	1170	物品名:"格罗姆雕像"
DESCRIBE.LAVA_POND_ROCK	这还不错。	1172	物品名:"岩石"
DESCRIBE.WEBBERSKULL	应该埋葬了他。	1173	物品名:"韦伯的头骨"
DESCRIBE.WORMLIGHT	看起来很好吃。	1174	物品名:"发光浆果"
DESCRIBE.WORMLIGHT_LESSER	有点皱巴巴的。	1175	物品名:"小发光浆果"
DESCRIBE.WORM.PLANT	妾身觉得挺安全。	1178	物品名:"洞穴蠕虫"
DESCRIBE.WORM.DIRT	看起来就像一堆土。	1179	物品名:"洞穴蠕虫"
DESCRIBE.WORM.WORM	它是一只虫子。	1180	物品名:"洞穴蠕虫"
DESCRIBE.WORMLIGHT_PLANT	妾身觉得挺安全。	1182	物品名:"神秘植物"
DESCRIBE.MOLE.HELD	没什么可挖的了。	1185	物品名:"鼹鼠"->拿在手里
DESCRIBE.MOLE.UNDERGROUND	下面有个正在寻找东西的家伙。	1186	物品名:"鼹鼠"
DESCRIBE.MOLE.ABOVEGROUND	妾身想敲昏那只鼹鼠...	1187	物品名:"鼹鼠"
DESCRIBE.MOLEHILL	有意思的地洞啊。	1189	物品名:"鼹鼠丘"
DESCRIBE.MOLEHAT	散发着讨厌的味道。	1190	物品名:"鼹鼠帽" 制造描述:"为穿戴者提供夜视能力。"
DESCRIBE.EEL	这能做一道好菜。	1191	物品名:"鳗鱼"
DESCRIBE.EEL_COOKED	闻起来真香。	1192	物品名:"熟鳗鱼"
DESCRIBE.UNAGI	感觉还不错。	1193	物品名:"鳗鱼料理"
DESCRIBE.EYETURRET	希望它不会看向妾身。	1194	物品名:"眼睛炮塔"
DESCRIBE.EYETURRET_ITEM	妾身想它在睡觉。	1195	物品名:"眼睛炮塔" 制造描述:"要远离讨厌的东西，就得杀了它们。"
DESCRIBE.MINOTAURHORN	这妖兽没用角撞妾身。	1196	物品名:"守护者之角"
DESCRIBE.MINOTAURCHEST	里面可能有可怕的东西。	1197	物品名:"大号华丽箱子"
DESCRIBE.THULECITE_PIECES	更小块的铥矿。	1198	物品名:"铥矿碎片"
DESCRIBE.POND_ALGAE	池塘边的水藻。	1199	物品名:"水藻"
DESCRIBE.GREENSTAFF	这东西有些用处。	1200	物品名:"拆解魔杖" 制造描述:"干净而有效的摧毁。"
DESCRIBE.GIFT	那是给妾身的吗？	1201	物品名:"礼物"
DESCRIBE.GIFTWRAP	妾身太厉害了。	1202	物品名:"礼物包装" 制造描述:"把东西打包起来，好看又可爱。"
DESCRIBE.POTTEDFERN	盆里的植物。	1203	物品名:"蕨类盆栽" 制造描述:"做个花盆，里面栽上蕨类植物。"
DESCRIBE.SUCCULENT_POTTED	盆里的植物。	1204	物品名:"多肉盆栽" 制造描述:"塞进陶盆的漂亮多肉植物。"
DESCRIBE.SUCCULENT_PLANT	那里有芦荟。	1205	物品名:"多肉植物"
DESCRIBE.SUCCULENT_PICKED	妾身可不想吃这个。	1206	物品名:"多肉植物"
DESCRIBE.SENTRYWARD	十分厉害的法术。	1207	物品名:"月眼守卫" 制造描述:"绘图者最有价值的武器。"
DESCRIBE.TOWNPORTAL.GENERIC	这个控制着沙子。	1210	物品名:"懒人传送塔"->默认 制造描述:"用沙子的力量聚集你的朋友们。"
DESCRIBE.TOWNPORTAL.ACTIVE	准备好缩地成寸。	1211	物品名:"懒人传送塔"->激活了 制造描述:"用沙子的力量聚集你的朋友们。"
DESCRIBE.TOWNPORTALTALISMAN.GENERIC	蕴含法力的石头。	1215	物品名:"沙之石"->默认
DESCRIBE.TOWNPORTALTALISMAN.ACTIVE	缩地成寸也不是万能的。	1216	物品名:"沙之石"->激活了
DESCRIBE.WETPAPER	妾身希望它快点干。	1218	物品名:"纸张"
DESCRIBE.WETPOUCH	这个包裹只能勉强绑在一起。	1219	物品名:"起皱的包裹"
DESCRIBE.MOONROCK_PIECES	妾身应该能打碎它。	1220	物品名:"月亮石碎块"
DESCRIBE.MOONBASE.GENERIC	中间有个洞，好像可以扔东西进去。	1223	物品名:"月亮石"->默认
DESCRIBE.MOONBASE.BROKEN	都搞砸了。	1224	物品名:"月亮石"
DESCRIBE.MOONBASE.STAFFED	然后呢？	1225	物品名:"月亮石"
DESCRIBE.MOONBASE.WRONGSTAFF	妾身感觉不太对	1226	物品名:"月亮石"->插错法杖
DESCRIBE.MOONBASE.MOONSTAFF	石头点燃了它。	1227	物品名:"月亮石"->已经插了法杖的（月杖）
DESCRIBE.MOONDIAL.GENERIC	能不能看到嫦娥和那只肥兔子。	1231	物品名:"月晷"->默认 制造描述:"追踪月相。"
DESCRIBE.MOONDIAL.NIGHT_NEW	是新月。	1232	物品名:"月晷"->新月 制造描述:"追踪月相。"
DESCRIBE.MOONDIAL.NIGHT_WAX	月亮慢慢在变圆。	1233	物品名:"月晷"->上弦月 制造描述:"追踪月相。"
DESCRIBE.MOONDIAL.NIGHT_FULL	是满月。	1234	物品名:"月晷"->满月 制造描述:"追踪月相。"
DESCRIBE.MOONDIAL.NIGHT_WANE	月亮正在变小。	1235	物品名:"月晷"->下弦月 制造描述:"追踪月相。"
DESCRIBE.MOONDIAL.CAVE	这下面可看不到月亮。	1236	物品名:"月晷"->洞穴 制造描述:"追踪月相。"
DESCRIBE.MOONDIAL.GLASSED	妾身有种奇怪的感觉，好像有人在盯着妾身。	1238	物品名:"月晷" 制造描述:"追踪月相。"
DESCRIBE.THULECITE	妾身想知道这是哪来的？	1240	物品名:"铥矿" 制造描述:"将小碎片合成一大块。"
DESCRIBE.ARMORRUINS	它轻得古怪。	1241	物品名:"铥矿甲" 制造描述:"炫目并且能提供保护。"
DESCRIBE.ARMORSKELETON	铮铮白骨	1242	物品名:"骨头盔甲"
DESCRIBE.SKELETONHAT	它给妾身带来可怕的幻象。	1243	物品名:"骨头头盔"
DESCRIBE.RUINS_BAT	相当重。	1244	物品名:"铥矿棒" 制造描述:"尖钉让一切变得更好。"
DESCRIBE.RUINSHAT	妾身的头发怎么样了	1245	物品名:"铥矿皇冠" 制造描述:"附有远古力场。"
DESCRIBE.NIGHTMARE_TIMEPIECE.CALM	一切都好了。	1248	物品名:"铥矿徽章" 制造描述:"跟踪周围魔力水平的流动。"
DESCRIBE.NIGHTMARE_TIMEPIECE.WARN	感测到这里有相当强的灵力波动。	1249	物品名:"铥矿徽章" 制造描述:"跟踪周围魔力水平的流动。"
DESCRIBE.NIGHTMARE_TIMEPIECE.WAXING	变得越来越密集了。	1250	物品名:"铥矿徽章" 制造描述:"跟踪周围魔力水平的流动。"
DESCRIBE.NIGHTMARE_TIMEPIECE.STEADY	好像稳定了。	1251	物品名:"铥矿徽章" 制造描述:"跟踪周围魔力水平的流动。"
DESCRIBE.NIGHTMARE_TIMEPIECE.WANING	感觉灵力波动正在逐渐减弱。	1252	物品名:"铥矿徽章" 制造描述:"跟踪周围魔力水平的流动。"
DESCRIBE.NIGHTMARE_TIMEPIECE.DAWN	要结束了。	1253	物品名:"铥矿徽章" 制造描述:"跟踪周围魔力水平的流动。"
DESCRIBE.NIGHTMARE_TIMEPIECE.NOMAGIC	这里没有灵力波动。	1254	物品名:"铥矿徽章" 制造描述:"跟踪周围魔力水平的流动。"
DESCRIBE.BISHOP_NIGHTMARE	它在溃散。	1256	物品名:"损坏的发条主教"
DESCRIBE.ROOK_NIGHTMARE	真可怕。	1257	物品名:"损坏的发条战车"
DESCRIBE.KNIGHT_NIGHTMARE	一个残暴的东西。	1258	物品名:"损坏的发条骑士"
DESCRIBE.MINOTAUR	那东西来不太高兴。	1259	物品名:"远古守护者"
DESCRIBE.SPIDER_DROPPER	别向上看。	1260	物品名:"穴居悬蛛"
DESCRIBE.NIGHTMARELIGHT	妾身想知道这个东西有什么用。	1261	物品名:"梦魇灯座"
DESCRIBE.NIGHTSTICK	它带着雷电	1262	物品名:"晨星锤" 制造描述:"用于夜间战斗的晨光。"
DESCRIBE.GREENGEM	绿色的宝珠。	1263	物品名:"绿宝石"
DESCRIBE.MULTITOOL_AXE_PICKAXE	太高明了。	1264	物品名:"多用斧镐" 制造描述:"加倍实用。"
DESCRIBE.ORANGESTAFF	这比走路好。	1265	物品名:"懒人魔杖" 制造描述:"适合那些不喜欢走路的人。"
DESCRIBE.YELLOWAMULET	手感温暖。	1266	物品名:"魔光护符" 制造描述:"从天堂汲取力量。"
DESCRIBE.GREENAMULET	都拥有。	1267	物品名:"建造护符" 制造描述:"用更少的材料合成物品。"
DESCRIBE.SLURPERPELT	没什么不同。	1268	物品名:"铥矿徽章"->啜食者皮 制造描述:"跟踪周围魔力水平的流动。"
DESCRIBE.SLURPER	好多毛。	1269	物品名:"啜食者"
DESCRIBE.SLURPER_PELT	没什么不同。	1270	物品名:"啜食者皮"
DESCRIBE.ARMORSLURPER	一根腰带。	1271	物品名:"饥饿腰带" 制造描述:"保持肚子不饿。"
DESCRIBE.ORANGEAMULET	缩地成寸的用处可大了。	1272	物品名:"懒人护符" 制造描述:"适合那些不喜欢捡东西的人。"
DESCRIBE.YELLOWSTAFF	棍子上有宝石。	1273	物品名:"唤星者魔杖" 制造描述:"召唤一个小星星。"
DESCRIBE.YELLOWGEM	这个宝石是黄色的。	1274	物品名:"黄宝石"
DESCRIBE.ORANGEGEM	一颗橙宝石。	1275	物品名:"橙宝石"
DESCRIBE.OPALSTAFF	宝石在棍子的顶部看起来更耀眼。	1276	物品名:"唤月者魔杖"
DESCRIBE.OPALPRECIOUSGEM	这个宝石看起来很特别。	1277	物品名:"彩虹宝石"
DESCRIBE.TELEBASE.VALID	它准备好了。	1280	物品名:"传送焦点"->有效 制造描述:"装上宝石试试。"
DESCRIBE.TELEBASE.GEMS	它需要更多紫宝石。	1281	物品名:"传送焦点"->需要宝石 制造描述:"装上宝石试试。"
DESCRIBE.GEMSOCKET.VALID	看起来准备好了。	1285	物品名:"宝石底座"->有效
DESCRIBE.GEMSOCKET.GEMS	它需要一颗宝石。	1286	物品名:"宝石底座"->需要宝石
DESCRIBE.STAFFLIGHT	那似乎非常危险。	1288	物品名:"矮星"
DESCRIBE.STAFFCOLDLIGHT	令人心寒	1289	物品名:"极光"
DESCRIBE.ANCIENT_ALTAR	古老的建筑。	1290	物品名:"远古伪科学站"
DESCRIBE.ANCIENT_ALTAR_BROKEN	这个破损了。	1291	物品名:"损坏的远古伪科学站"
DESCRIBE.ANCIENT_STATUE	它好像格格不入。	1292	物品名:"远古雕像"
DESCRIBE.LICHEN	阴暗里生长的植物。	1293	物品名:"洞穴苔藓"
DESCRIBE.CUTLICHEN	存不了多久。	1294	物品名:"苔藓"
DESCRIBE.CAVE_BANANA	软塌塌的。	1295	物品名:"香蕉"
DESCRIBE.CAVE_BANANA_COOKED	还不错。	1296	物品名:"熟香蕉"
DESCRIBE.CAVE_BANANA_TREE	怎么存活的。	1297	物品名:"洞穴香蕉树"
DESCRIBE.ROCKY	它的钳子看起来很麻烦。	1298	物品名:"石虾"
DESCRIBE.COMPASS.GENERIC	妾身面朝哪个方向？	1301	物品名:"指南针"->默认 制造描述:"指向北方。"
DESCRIBE.COMPASS.N	北。	1302	物品名:"指南针" 制造描述:"指向北方。"
DESCRIBE.COMPASS.S	南。	1303	物品名:"指南针" 制造描述:"指向北方。"
DESCRIBE.COMPASS.E	东。	1304	物品名:"指南针" 制造描述:"指向北方。"
DESCRIBE.COMPASS.W	西。	1305	物品名:"指南针" 制造描述:"指向北方。"
DESCRIBE.COMPASS.NE	东北。	1306	物品名:"指南针" 制造描述:"指向北方。"
DESCRIBE.COMPASS.SE	东南。	1307	物品名:"指南针" 制造描述:"指向北方。"
DESCRIBE.COMPASS.NW	西北。	1308	物品名:"指南针" 制造描述:"指向北方。"
DESCRIBE.COMPASS.SW	西南。	1309	物品名:"指南针" 制造描述:"指向北方。"
DESCRIBE.HOUNDSTOOTH	真锋利。	1311	物品名:"犬牙"
DESCRIBE.ARMORSNURTLESHELL	穿这衣服时，会粘在背上。	1312	物品名:"蜗壳护甲"
DESCRIBE.BAT	真麻烦。	1313	物品名:"洞穴蝙蝠"
DESCRIBE.BATBAT	看起来有些扎手。	1314	物品名:"蝙蝠棒" 制造描述:"所有科技都如此...耗费精神。"
DESCRIBE.BATWING	那些东西即使死了都很讨厌。	1315	物品名:"洞穴蝙蝠翅膀"
DESCRIBE.BATWING_COOKED	至少它不会再活过来了。	1316	物品名:"熟蝙蝠翅膀"
DESCRIBE.BATCAVE	妾身可不想吵醒它们。	1317	物品名:"蝙蝠洞"
DESCRIBE.BEDROLL_FURRY	真是又暖和又舒服。	1318	物品名:"毛皮铺盖" 制造描述:"舒适地一觉睡到天亮。"
DESCRIBE.BUNNYMAN	兔子修炼成精了。	1319	物品名:"兔人"
DESCRIBE.FLOWER_CAVE	好神奇的植物。	1320	物品名:"荧光花"
DESCRIBE.GUANO	另一种污秽之物。	1321	物品名:"鸟粪"
DESCRIBE.LANTERN	有些光亮。	1322	物品名:"提灯" 制造描述:"可加燃料、明亮、便携。"
DESCRIBE.LIGHTBULB	看起来还不错。	1323	物品名:"荧光果"
DESCRIBE.MANRABBIT_TAIL	手里抓个东西挺好的。	1324	物品名:"兔绒"
DESCRIBE.MUSHROOMHAT	让妾身看起来更有趣。	1325	物品名:"蘑菇帽"
DESCRIBE.MUSHROOM_LIGHT2.ON	蓝色。	1328	物品名:"菌伞灯"->开启 制造描述:"受到火山岩浆灯饰学问的激发。"
DESCRIBE.MUSHROOM_LIGHT2.OFF	妾身可以利用这些。	1329	物品名:"菌伞灯"->关闭 制造描述:"受到火山岩浆灯饰学问的激发。"
DESCRIBE.MUSHROOM_LIGHT2.BURNT	妾身可没有让它发霉。	1330	物品名:"菌伞灯"->烧焦的 制造描述:"受到火山岩浆灯饰学问的激发。"
DESCRIBE.MUSHROOM_LIGHT.ON	蘑菇把它点亮了。	1334	物品名:"蘑菇灯"->开启 制造描述:"任何蘑菇的完美添加物。"
DESCRIBE.MUSHROOM_LIGHT.OFF	它是一个大的发光的蘑菇。	1335	物品名:"蘑菇灯"->关闭 制造描述:"任何蘑菇的完美添加物。"
DESCRIBE.MUSHROOM_LIGHT.BURNT	完全烧焦。	1336	物品名:"蘑菇灯"->烧焦的 制造描述:"任何蘑菇的完美添加物。"
DESCRIBE.SLEEPBOMB	一扔就让妾身犯困。	1338	物品名:"睡袋" 制造描述:"可以扔掉的袋子睡意沉沉。"
DESCRIBE.MUSHROOMBOMB	一些不好的东西正在产生。	1339	物品名:"炸弹蘑菇"
DESCRIBE.SHROOM_SKIN	疣，都是疣。	1340	物品名:"蘑菇皮"
DESCRIBE.TOADSTOOL_CAP.EMPTY	只是地上的一个洞。	1343	物品名:"毒菌蟾蜍"
DESCRIBE.TOADSTOOL_CAP.INGROUND	有东西伸出来了。	1344	物品名:"毒菌蟾蜍"->在地里面
DESCRIBE.TOADSTOOL_CAP.GENERIC	那毒菌只是想被砍掉。	1345	物品名:"毒菌蟾蜍"->默认
DESCRIBE.TOADSTOOL.GENERIC	妾身不不想离那东西太近。	1349	物品名:"毒菌蟾蜍"->默认
DESCRIBE.TOADSTOOL.RAGE	它狂跳不止。	1350	物品名:"毒菌蟾蜍"->愤怒
DESCRIBE.MUSHROOMSPROUT.GENERIC	不太好看。	1354	物品名:"孢子帽"->默认
DESCRIBE.MUSHROOMSPROUT.BURNT	不太好。	1355	物品名:"孢子帽"->烧焦的
DESCRIBE.MUSHTREE_TALL.GENERIC	那个蘑菇长得太大了。	1359	物品名:"蓝蘑菇树"->默认
DESCRIBE.MUSHTREE_TALL.BLOOM	从远处看不出来，但它相当不妙。	1360	物品名:"蓝蘑菇树"->蘑菇树繁殖？？
DESCRIBE.MUSHTREE_TALL.ACIDCOVERED	沾满了酸稠的东西。	1361	物品名:"蓝蘑菇树"
DESCRIBE.MUSHTREE_MEDIUM.GENERIC	潮湿的环境生长着这些东西。	1365	物品名:"红蘑菇树"->默认
DESCRIBE.MUSHTREE_MEDIUM.BLOOM	这个让妾身有点反感。	1366	物品名:"红蘑菇树"->蘑菇树繁殖？？
DESCRIBE.MUSHTREE_MEDIUM.ACIDCOVERED	沾满了酸稠的东西。	1367	物品名:"红蘑菇树"
DESCRIBE.MUSHTREE_SMALL.GENERIC	麻烦的蘑菇	1371	物品名:"绿蘑菇树"->默认
DESCRIBE.MUSHTREE_SMALL.BLOOM	它在生长。	1372	物品名:"绿蘑菇树"->蘑菇树繁殖？？
DESCRIBE.MUSHTREE_SMALL.ACIDCOVERED	沾满了酸稠的东西。	1373	物品名:"绿蘑菇树"
DESCRIBE.MUSHTREE_TALL_WEBBED.GENERIC	蜘蛛们觉得这个有用。	1377	物品名:"蛛网蓝蘑菇树"->默认
DESCRIBE.MUSHTREE_TALL_WEBBED.ACIDCOVERED	沾满了酸稠的东西。	1378	物品名:"蛛网蓝蘑菇树"
DESCRIBE.SPORE_TALL.GENERIC	它四处飘荡。	1382	物品名:"蓝色孢子"->默认
DESCRIBE.SPORE_TALL.HELD	妾身要在身上装一点明亮的东西。	1383	物品名:"蓝色孢子"->拿在手里
DESCRIBE.SPORE_MEDIUM.GENERIC	在这世上已了无牵挂。	1387	物品名:"红色孢子"->默认
DESCRIBE.SPORE_MEDIUM.HELD	妾身要在身上里装一点明亮的东西。	1388	物品名:"红色孢子"->拿在手里
DESCRIBE.SPORE_SMALL.GENERIC	那是孢子的眼睛看到的景象。	1392	物品名:"绿色孢子"->默认
DESCRIBE.SPORE_SMALL.HELD	妾身要在身上里装一点明亮的东西。	1393	物品名:"绿色孢子"->拿在手里
DESCRIBE.RABBITHOUSE.GENERIC	某些妖兽的居所。	1397	物品名:"兔屋"->默认 制造描述:"可容纳一只巨大的兔子及其所有物品。"
DESCRIBE.RABBITHOUSE.BURNT	某些妖兽的居所已经毁坏。	1398	物品名:"兔屋"->烧焦的 制造描述:"可容纳一只巨大的兔子及其所有物品。"
DESCRIBE.SLURTLE	奇怪的妖兽	1400	物品名:"蛞蝓龟"
DESCRIBE.SLURTLE_SHELLPIECES	拼不好的。	1401	物品名:"外壳碎片"
DESCRIBE.SLURTLEHAT	那会弄乱妾身的头发。	1402	物品名:"背壳头盔"
DESCRIBE.SLURTLEHOLE	妖兽的居所。	1403	物品名:"蛞蝓龟窝"
DESCRIBE.SLURTLESLIME	要不是有用的话，妾身才不会去碰呢。	1404	物品名:"蛞蝓龟黏液"
DESCRIBE.SNURTLE	奇怪的妖兽。	1405	物品名:"蜗牛龟"
DESCRIBE.SPIDER_HIDER	更多蜘蛛。	1406	物品名:"洞穴蜘蛛"
DESCRIBE.SPIDER_SPITTER	妾身讨厌蜘蛛。	1407	物品名:"喷射蜘蛛"
DESCRIBE.SPIDERHOLE	它外面盖满了蛛网。	1408	物品名:"蛛网岩"
DESCRIBE.SPIDERHOLE_ROCK	它外面盖满了蛛网。	1409	物品名:"兔屋" 制造描述:"可容纳一只巨大的兔子及其所有物品。"
DESCRIBE.STALAGMITE	妾身看它就是块石头。	1410	物品名:"石笋"
DESCRIBE.STALAGMITE_TALL	石头...	1411	物品名:"石笋"
DESCRIBE.TURF_CARPETFLOOR	非常扎人。	1412	物品名:"地毯地板" 制造描述:"超级柔软。闻着就像皮弗娄牛。"
DESCRIBE.TURF_CHECKERFLOOR	这些非常华丽。	1413	物品名:"棋盘地板" 制造描述:"精心制作成棋盘状的大理石地砖。"
DESCRIBE.TURF_DIRT	一块地皮。	1414	物品名:"泥土地皮"
DESCRIBE.TURF_FOREST	一块地皮。	1415	物品名:"森林地皮" 制造描述:"一块森林地皮。"
DESCRIBE.TURF_GRASS	一块地皮。	1416	物品名:"长草地皮" 制造描述:"一片草地。"
DESCRIBE.TURF_MARSH	一块地皮。	1417	物品名:"沼泽地皮" 制造描述:"沼泽在哪，家就在哪。"
DESCRIBE.TURF_METEOR	一块月亮地面。	1418	物品名:"月球环形山地皮" 制造描述:"月球表面的月坑。"
DESCRIBE.TURF_PEBBLEBEACH	一块海滩。	1419	物品名:"岩石海滩地皮" 制造描述:"一块鹅卵石海滩地皮。"
DESCRIBE.TURF_ROAD	草草铺砌的石头。	1420	物品名:"卵石路" 制造描述:"修建你自己的道路，通往任何地方。"
DESCRIBE.TURF_ROCKY	一块地皮。	1421	物品名:"岩石地皮" 制造描述:"一块石头地皮。"
DESCRIBE.TURF_SAVANNA	一块地皮。	1422	物品名:"热带草原地皮" 制造描述:"一块热带草原地皮。"
DESCRIBE.TURF_WOODFLOOR	这些是木地板。	1423	物品名:"木地板" 制造描述:"优质复合地板。"
DESCRIBE.TURF_CAVE	又一种地皮类型。	1424	物品名:"鸟粪地皮" 制造描述:"洞穴地面冰冷的岩石。"
DESCRIBE.TURF_FUNGUS	又一种地皮类型。	1425	物品名:"真菌地皮" 制造描述:"一块长满了真菌的洞穴地皮。"
DESCRIBE.TURF_FUNGUS_MOON	又一种地皮类型。	1426	物品名:"变异真菌地皮" 制造描述:"一块长满了变异真菌的洞穴地皮。"
DESCRIBE.TURF_ARCHIVE	又一种地皮类型。	1427	物品名:"远古石刻" 制造描述:"解封档案馆中的远古石器。"
DESCRIBE.TURF_SINKHOLE	又一种地皮类型。	1428	物品名:"黏滑地皮" 制造描述:"一块潮湿、沾满泥巴的草地地皮。"
DESCRIBE.TURF_UNDERROCK	又一种地皮类型。	1429	物品名:"洞穴岩石地皮" 制造描述:"一块乱石嶙峋的洞穴地皮。"
DESCRIBE.TURF_MUD	又一种地皮类型。	1430	物品名:"泥泞地皮" 制造描述:"一块泥地地皮。"
DESCRIBE.TURF_DECIDUOUS	又一种地皮类型。	1431	物品名:"落叶林地皮" 制造描述:"一块落叶林地皮。"
DESCRIBE.TURF_SANDY	又一种地皮类型。	1432	物品名:"兔屋" 制造描述:"可容纳一只巨大的兔子及其所有物品。"
DESCRIBE.TURF_BADLANDS	又一种地皮类型。	1433	物品名:"兔屋" 制造描述:"可容纳一只巨大的兔子及其所有物品。"
DESCRIBE.TURF_DESERTDIRT	一块地皮。	1434	物品名:"沙漠地皮" 制造描述:"一片干燥的沙子。"
DESCRIBE.TURF_FUNGUS_GREEN	一块地皮。	1435	物品名:"真菌地皮" 制造描述:"一块爬满绿菌的洞穴地皮。"
DESCRIBE.TURF_FUNGUS_RED	一块地皮。	1436	物品名:"真菌地皮" 制造描述:"一块爬满红菌的洞穴地皮。"
DESCRIBE.TURF_DRAGONFLY	你想证明它能防火吗？	1437	物品名:"龙鳞地板" 制造描述:"消除火灾蔓延速度。"
DESCRIBE.TURF_SHELLBEACH	一块海滩。	1438	物品名:"贝壳海滩地皮" 制造描述:"一块贝壳海岸。"
DESCRIBE.TURF_RUINSBRICK	又一种地皮类型。	1439	物品名:"远古地面" 制造描述:"远古石制地面，装饰的魔法技艺早已失传。"
DESCRIBE.TURF_RUINSBRICK_GLOW	又一种地皮类型。	1440	物品名:"仿远古地面" 制造描述:"远古石制地面的复刻。"
DESCRIBE.TURF_RUINSTILES	又一种地皮类型。	1441	物品名:"远古瓷砖" 制造描述:"瓷砖地面，装饰的魔法技艺早已失传。"
DESCRIBE.TURF_RUINSTILES_GLOW	又一种地皮类型。	1442	物品名:"仿远古瓷砖" 制造描述:"远古瓷砖地面的复刻。"
DESCRIBE.TURF_RUINSTRIM	又一种地皮类型。	1443	物品名:"远古砖雕" 制造描述:"砖石地面，装饰的魔法技艺早已失传。"
DESCRIBE.TURF_RUINSTRIM_GLOW	又一种地皮类型。	1444	物品名:"仿远古砖雕" 制造描述:"远古砖石地面的复刻。"
DESCRIBE.TURF_MONKEY_GROUND	一片沙地。	1445	物品名:"月亮码头海滩地皮" 制造描述:"一片沙地，散发着淡淡的香蕉香。"
