path	original	line	comment
DESCRIBE.GREENAMULET	所有基地都得配一个！	1456	物品名:"建造护符" 制造描述:"用更少的材料合成物品！"
DESCRIBE.SLURPERPELT	死了的样子也没什么不同。	1457	物品名:未找到
DESCRIBE.SLURPER	好多毛！	1458	物品名:"啜食者"
DESCRIBE.SLURPER_PELT	死了的样子也没什么不同。	1459	物品名:"啜食者皮"
DESCRIBE.ARMORSLURPER	一根湿漉漉的、帮助你抵抗饥饿的腰带。	1460	物品名:"饥饿腰带" 制造描述:"保持肚子不饿。"
DESCRIBE.ORANGEAMULET	瞬移的用处可大了。	1461	物品名:"懒人护符" 制造描述:"适合那些不喜欢捡东西的人。"
DESCRIBE.YELLOWSTAFF	天才发明...棍子上有宝石。	1462	物品名:"唤星者魔杖" 制造描述:"召唤一个小星星。"
DESCRIBE.YELLOWGEM	这个宝石是黄色的。	1463	物品名:"黄宝石"
DESCRIBE.ORANGEGEM	一颗橙宝石。	1464	物品名:"橙宝石"
DESCRIBE.OPALSTAFF	科学方面证明，宝石在棍子的顶部看起来更耀眼。	1465	物品名:"唤月者魔杖"
DESCRIBE.OPALPRECIOUSGEM	这个宝石看起来很特别。	1466	物品名:"彩虹宝石"
DESCRIBE.TELEBASE.VALID	它准备好了。	1469	物品名:"传送焦点"->有效 制造描述:"装上宝石试试。"
DESCRIBE.TELEBASE.GEMS	它需要更多紫宝石。	1470	物品名:"传送焦点"->需要宝石 制造描述:"装上宝石试试。"
DESCRIBE.GEMSOCKET.VALID	看起来准备就绪了。	1474	物品名:"宝石底座"->有效
DESCRIBE.GEMSOCKET.GEMS	它需要一颗宝石。	1475	物品名:"宝石底座"->需要宝石
DESCRIBE.STAFFLIGHT	那似乎非常危险。	1477	物品名:"矮星"
DESCRIBE.STAFFCOLDLIGHT	呃！令人寒心。	1478	物品名:"极光"
DESCRIBE.ANCIENT_ALTAR	古老而神秘的建筑。	1479	物品名:"远古伪科学站"
DESCRIBE.ANCIENT_ALTAR_BROKEN	这个好像破损了。	1480	物品名:"损坏的远古伪科学站"
DESCRIBE.ANCIENT_STATUE	它好像在与世界格格不入地震动。	1481	物品名:"远古雕像"
DESCRIBE.LICHEN	只有蓝藻能在这种光线条件下生长。	1482	物品名:"洞穴苔藓"
DESCRIBE.CUTLICHEN	有营养，但保存不了多久。	1483	物品名:"苔藓"
DESCRIBE.CAVE_BANANA	软塌塌的。	1484	物品名:"香蕉"
DESCRIBE.CAVE_BANANA_COOKED	好吃！	1485	物品名:"熟香蕉"
DESCRIBE.CAVE_BANANA_TREE	怀疑它能不能光合作用。	1486	物品名:"洞穴香蕉树"
DESCRIBE.ROCKY	它的钳子真吓人。	1487	物品名:"石虾"
DESCRIBE.COMPASS.GENERIC	我面朝哪个方向？	1490	物品名:"指南针"->默认 制造描述:"指向北方。"
DESCRIBE.COMPASS.N	北。	1491	物品名:"指南针" 制造描述:"指向北方。"
DESCRIBE.COMPASS.S	南。	1492	物品名:"指南针" 制造描述:"指向北方。"
DESCRIBE.COMPASS.E	东。	1493	物品名:"指南针" 制造描述:"指向北方。"
DESCRIBE.COMPASS.W	西。	1494	物品名:"指南针" 制造描述:"指向北方。"
DESCRIBE.COMPASS.NE	东北。	1495	物品名:"指南针" 制造描述:"指向北方。"
DESCRIBE.COMPASS.SE	东南。	1496	物品名:"指南针" 制造描述:"指向北方。"
DESCRIBE.COMPASS.NW	西北。	1497	物品名:"指南针" 制造描述:"指向北方。"
DESCRIBE.COMPASS.SW	西南。	1498	物品名:"指南针" 制造描述:"指向北方。"
DESCRIBE.HOUNDSTOOTH	真锋利！	1500	物品名:"犬牙"
DESCRIBE.ARMORSNURTLESHELL	穿这衣服时，会粘在背上。	1501	物品名:"蜗壳护甲"
DESCRIBE.BAT	啊！真可怕！	1502	物品名:"洞穴蝙蝠"
DESCRIBE.BATBAT	我敢打赌，如果我拿着其中俩个我就能飞起来。	1503	物品名:"蝙蝠棒" 制造描述:"所有科技都如此...耗费精神。"
DESCRIBE.BATWING	那些东西即使死了都很讨厌。	1504	物品名:"洞穴蝙蝠翅膀"
DESCRIBE.BATWING_COOKED	至少它不会再活过来了。	1505	物品名:"熟蝙蝠翅膀"
DESCRIBE.BATCAVE	我可不想吵醒它们。	1506	物品名:"蝙蝠洞"
DESCRIBE.BEDROLL_FURRY	真是又暖和又舒服。	1507	物品名:"毛皮铺盖" 制造描述:"舒适地一觉睡到天亮！"
DESCRIBE.BUNNYMAN	我要马上搞科研，饥渴难耐。	1508	物品名:"兔人"
DESCRIBE.FLOWER_CAVE	是科学的力量让它发光。	1509	物品名:"荧光花"
DESCRIBE.GUANO	另一种味道的粪便。	1510	物品名:"鸟粪"
DESCRIBE.LANTERN	更文明的灯具。	1511	物品名:"提灯" 制造描述:"可加燃料、明亮、便携！"
DESCRIBE.LIGHTBULB	奇怪，看起来就很好吃。	1512	物品名:"荧光果"
DESCRIBE.MANRABBIT_TAIL	手里抓个东西挺好的。	1513	物品名:"兔绒"
DESCRIBE.MUSHROOMHAT	让穿戴者看起来像一个有趣的家伙。	1514	物品名:"蘑菇帽"
DESCRIBE.MUSHROOM_LIGHT2.ON	蓝色明显是最科学的颜色。	1517	物品名:"菌伞灯"->开启 制造描述:"受到火山岩浆灯饰学问的激发。"
DESCRIBE.MUSHROOM_LIGHT2.OFF	我们可以用一些主要颜色来生成一个主要光源。	1518	物品名:"菌伞灯"->关闭 制造描述:"受到火山岩浆灯饰学问的激发。"
DESCRIBE.MUSHROOM_LIGHT2.BURNT	我没有让它发霉，我发誓。	1519	物品名:"菌伞灯"->烧焦的 制造描述:"受到火山岩浆灯饰学问的激发。"
DESCRIBE.MUSHROOM_LIGHT.ON	科学把它点亮了。	1523	物品名:"蘑菇灯"->开启 制造描述:"任何蘑菇的完美添加物。"
DESCRIBE.MUSHROOM_LIGHT.OFF	它是一个又大又科学的蘑菇。	1524	物品名:"蘑菇灯"->关闭 制造描述:"任何蘑菇的完美添加物。"
DESCRIBE.MUSHROOM_LIGHT.BURNT	完全烧焦。	1525	物品名:"蘑菇灯"->烧焦的 制造描述:"任何蘑菇的完美添加物。"
DESCRIBE.SLEEPBOMB	一扔就让我犯困。	1527	物品名:"睡袋" 制造描述:"可以扔掉的袋子睡意沉沉。"
DESCRIBE.MUSHROOMBOMB	一朵蘑菇云正在生成！	1528	物品名:"炸弹蘑菇"
DESCRIBE.SHROOM_SKIN	疣，都是疣！	1529	物品名:"蘑菇皮"
DESCRIBE.TOADSTOOL_CAP.EMPTY	只是地上的一个洞。	1532	物品名:"毒菌蟾蜍"
DESCRIBE.TOADSTOOL_CAP.INGROUND	有东西伸出来了。	1533	物品名:"毒菌蟾蜍"->在地里面
DESCRIBE.TOADSTOOL_CAP.GENERIC	那毒菌只是想被砍掉。	1534	物品名:"毒菌蟾蜍"->默认
DESCRIBE.TOADSTOOL.GENERIC	咦嘘！我不要亲吻那东西！	1538	物品名:"毒菌蟾蜍"->默认
DESCRIBE.TOADSTOOL.RAGE	它狂跳不止！	1539	物品名:"毒菌蟾蜍"->愤怒
DESCRIBE.MUSHROOMSPROUT.GENERIC	多么科学！	1543	物品名:"孢子帽"->默认
DESCRIBE.MUSHROOMSPROUT.BURNT	多么不道德！	1544	物品名:"孢子帽"->烧焦的
DESCRIBE.MUSHTREE_TALL.GENERIC	那个蘑菇长得太大了。	1548	物品名:"蓝蘑菇树"->默认
DESCRIBE.MUSHTREE_TALL.BLOOM	从远处看不出来，但它相当臭。	1549	物品名:"蓝蘑菇树"->蘑菇树繁殖？？
DESCRIBE.MUSHTREE_TALL.ACIDCOVERED	沾满了酸液。	1550	物品名:"蓝蘑菇树"
DESCRIBE.MUSHTREE_MEDIUM.GENERIC	我的浴室里过去生长着这些东西。	1554	物品名:"红蘑菇树"->默认
DESCRIBE.MUSHTREE_MEDIUM.BLOOM	这个让我有点反感。	1555	物品名:"红蘑菇树"->蘑菇树繁殖？？
DESCRIBE.MUSHTREE_MEDIUM.ACIDCOVERED	沾满了酸液。	1556	物品名:"红蘑菇树"
DESCRIBE.MUSHTREE_SMALL.GENERIC	魔法蘑菇？	1560	物品名:"绿蘑菇树"->默认
DESCRIBE.MUSHTREE_SMALL.BLOOM	它在努力繁殖。	1561	物品名:"绿蘑菇树"->蘑菇树繁殖？？
DESCRIBE.MUSHTREE_SMALL.ACIDCOVERED	沾满了酸液。	1562	物品名:"绿蘑菇树"
DESCRIBE.MUSHTREE_TALL_WEBBED.GENERIC	蜘蛛们觉得这个很重要。	1566	物品名:"蛛网蓝蘑菇树"->默认
DESCRIBE.MUSHTREE_TALL_WEBBED.ACIDCOVERED	沾满了酸液。	1567	物品名:"蛛网蓝蘑菇树"
DESCRIBE.SPORE_TALL.GENERIC	它四处飘荡。	1571	物品名:"蓝色孢子"->默认
DESCRIBE.SPORE_TALL.HELD	我要在口袋里装一点光。	1572	物品名:"蓝色孢子"->拿在手里
DESCRIBE.SPORE_MEDIUM.GENERIC	在这世上已了无牵挂。	1576	物品名:"红色孢子"->默认
DESCRIBE.SPORE_MEDIUM.HELD	我要在口袋里装一点光。	1577	物品名:"红色孢子"->拿在手里
DESCRIBE.SPORE_SMALL.GENERIC	那是孢子的眼睛看到的景象。	1581	物品名:"绿色孢子"->默认
DESCRIBE.SPORE_SMALL.HELD	我要在口袋里装一点光。	1582	物品名:"绿色孢子"->拿在手里
DESCRIBE.RABBITHOUSE.GENERIC	那可不是真的胡萝卜。	1586	物品名:"兔屋"->默认 制造描述:"可容纳一只巨大的兔子及其所有物品。"
DESCRIBE.RABBITHOUSE.BURNT	那可不是真的烤胡萝卜。	1587	物品名:"兔屋"->烧焦的 制造描述:"可容纳一只巨大的兔子及其所有物品。"
DESCRIBE.SLURTLE	呕...恶心...	1589	物品名:"蛞蝓龟"
DESCRIBE.SLURTLE_SHELLPIECES	拼不好的拼图。	1590	物品名:"外壳碎片"
DESCRIBE.SLURTLEHAT	那会弄乱我的头发。	1591	物品名:"背壳头盔"
DESCRIBE.SLURTLEHOLE	“恶心的”洞穴。	1592	物品名:"蛞蝓龟窝"
DESCRIBE.SLURTLESLIME	要不是有用的话，我才不会去碰呢。	1593	物品名:"蛞蝓龟黏液"
DESCRIBE.SNURTLE	他不算太恶心，但还是恶心。	1594	物品名:"蜗牛龟"
DESCRIBE.SPIDER_HIDER	哇！更多蜘蛛！	1595	物品名:"洞穴蜘蛛"
DESCRIBE.SPIDER_SPITTER	我讨厌蜘蛛！	1596	物品名:"喷吐蜘蛛"
DESCRIBE.SPIDERHOLE	它外面盖满了蛛网。	1597	物品名:"蛛网岩"
DESCRIBE.SPIDERHOLE_ROCK	它外面盖满了蛛网。	1598	物品名:未找到
DESCRIBE.STALAGMITE	我看它就是块石头。	1599	物品名:"石笋"
DESCRIBE.STALAGMITE_TALL	石头，石头，石头，石头...	1600	物品名:"石笋"
DESCRIBE.TURF_CARPETFLOOR	非常扎人。	1601	物品名:"地毯地板" 制造描述:"超级柔软。闻着就像皮弗娄牛。"
DESCRIBE.TURF_CHECKERFLOOR	这些非常华丽。	1602	物品名:"棋盘地板" 制造描述:"精心制作成棋盘状的大理石地砖。"
DESCRIBE.TURF_DIRT	一块地皮。	1603	物品名:"泥土地皮"
DESCRIBE.TURF_FOREST	一块地皮。	1604	物品名:"森林地皮" 制造描述:"一块森林地皮。"
DESCRIBE.TURF_GRASS	一块地皮。	1605	物品名:"长草地皮" 制造描述:"一片草地。"
DESCRIBE.TURF_MARSH	一块地皮。	1606	物品名:"沼泽地皮" 制造描述:"沼泽在哪，家就在哪！"
DESCRIBE.TURF_METEOR	一块月球地面。	1607	物品名:"月球环形山地皮" 制造描述:"月球表面的月坑。"
DESCRIBE.TURF_PEBBLEBEACH	一块海滩。	1608	物品名:"岩石海滩地皮" 制造描述:"一块鹅卵石海滩地皮。"
DESCRIBE.TURF_ROAD	草草铺砌的石头。	1609	物品名:"卵石路" 制造描述:"修建你自己的道路，通往任何地方。"
DESCRIBE.TURF_ROCKY	一块地皮。	1610	物品名:"岩石地皮" 制造描述:"一块石头地皮。"
DESCRIBE.TURF_SAVANNA	一块地皮。	1611	物品名:"热带草原地皮" 制造描述:"一块热带草原地皮。"
DESCRIBE.TURF_WOODFLOOR	这些是木地板。	1612	物品名:"木地板" 制造描述:"优质复合地板。"
DESCRIBE.TURF_CAVE	又一种地皮类型。	1613	物品名:"鸟粪地皮" 制造描述:"洞穴地面冰冷的岩石。"
DESCRIBE.TURF_FUNGUS	又一种地皮类型。	1614	物品名:"真菌地皮" 制造描述:"一块长满了真菌的洞穴地皮。"
DESCRIBE.TURF_FUNGUS_MOON	又一种地皮类型。	1615	物品名:"变异真菌地皮" 制造描述:"一块长满了变异真菌的洞穴地皮。"
DESCRIBE.TURF_ARCHIVE	又一种地皮类型。	1616	物品名:"远古石刻" 制造描述:"解封档案馆中的远古石器。"
DESCRIBE.TURF_VAULT	又一种地皮类型。	1617	物品名:"远古圣殿石刻" 制造描述:"圣殿中的远古石刻。"
DESCRIBE.TURF_VENT	又一种地皮类型。	1618	物品名:"洞穴喷气孔地皮" 制造描述:"一块乱石嶙峋的冒烟洞穴地皮。"
DESCRIBE.TURF_SINKHOLE	又一种地皮类型。	1619	物品名:"黏滑地皮" 制造描述:"一块潮湿、沾满泥巴的草地地皮。"
DESCRIBE.TURF_UNDERROCK	又一种地皮类型。	1620	物品名:"洞穴岩石地皮" 制造描述:"一块乱石嶙峋的洞穴地皮。"
DESCRIBE.TURF_MUD	又一种地皮类型。	1621	物品名:"泥泞地皮" 制造描述:"一块泥地地皮。"
DESCRIBE.TURF_DECIDUOUS	又一种地皮类型。	1622	物品名:"落叶林地皮" 制造描述:"一块落叶林地皮。"
DESCRIBE.TURF_SANDY	又一种地皮类型。	1623	物品名:未找到
DESCRIBE.TURF_BADLANDS	又一种地皮类型。	1624	物品名:未找到
DESCRIBE.TURF_DESERTDIRT	一块地皮。	1625	物品名:"沙漠地皮" 制造描述:"一片干燥的沙子。"
DESCRIBE.TURF_FUNGUS_GREEN	一块地皮。	1626	物品名:"真菌地皮" 制造描述:"一块爬满绿菌的洞穴地皮。"
DESCRIBE.TURF_FUNGUS_RED	一块地皮。	1627	物品名:"真菌地皮" 制造描述:"一块爬满红菌的洞穴地皮。"
DESCRIBE.TURF_DRAGONFLY	你想证明它能防火吗？	1628	物品名:"龙鳞地板" 制造描述:"消除火灾蔓延速度。"
DESCRIBE.TURF_SHELLBEACH	一块海滩。	1629	物品名:"贝壳海滩地皮" 制造描述:"一块贝壳海岸。"
DESCRIBE.TURF_RUINSBRICK	又一种地皮类型。	1630	物品名:"远古地面" 制造描述:"远古石制地面，装饰的魔法技艺早已失传。"
DESCRIBE.TURF_RUINSBRICK_GLOW	又一种地皮类型。	1631	物品名:"仿远古地面" 制造描述:"远古石制地面的复刻。"
DESCRIBE.TURF_RUINSTILES	又一种地皮类型。	1632	物品名:"远古瓷砖" 制造描述:"瓷砖地面，装饰的魔法技艺早已失传。"
DESCRIBE.TURF_RUINSTILES_GLOW	又一种地皮类型。	1633	物品名:"仿远古瓷砖" 制造描述:"远古瓷砖地面的复刻。"
DESCRIBE.TURF_RUINSTRIM	又一种地皮类型。	1634	物品名:"远古砖雕" 制造描述:"砖石地面，装饰的魔法技艺早已失传。"
DESCRIBE.TURF_RUINSTRIM_GLOW	又一种地皮类型。	1635	物品名:"仿远古砖雕" 制造描述:"远古砖石地面的复刻。"
DESCRIBE.TURF_MONKEY_GROUND	一片沙地。	1636	物品名:"月亮码头海滩地皮" 制造描述:"一片沙地，散发着淡淡的香蕉香。"
DESCRIBE.TURF_CARPETFLOOR2	它出奇地柔软。	1637	物品名:"茂盛地毯" 制造描述:"超级超级软。"
DESCRIBE.TURF_MOSAIC_GREY	又一种地皮类型。	1638	物品名:"灰色马赛克地板" 制造描述:"优雅的碎石。灰色。"
DESCRIBE.TURF_MOSAIC_RED	又一种地皮类型。	1639	物品名:"红色马赛克地板" 制造描述:"优雅的碎石。红色。"
DESCRIBE.TURF_MOSAIC_BLUE	又一种地皮类型。	1640	物品名:"蓝色马赛克地板" 制造描述:"优雅的碎石。蓝色。"
DESCRIBE.TURF_BEARD_RUG	我用我的胡须做的！	1641	物品名:"胡须地毯" 制造描述:"有些人就是喜欢行为艺术。"
DESCRIBE.POWCAKE	科学啊，帮帮我们吧。	1642	物品名:"粉末蛋糕"
DESCRIBE.CAVE_ENTRANCE	我在想那岩石能不能移开。	1643	物品名:"被堵住的洞穴"
DESCRIBE.CAVE_ENTRANCE_RUINS	它有可能在隐瞒什么事情。	1644	物品名:"被堵住的陷洞"->单机 洞二入口
DESCRIBE.CAVE_ENTRANCE_OPEN.GENERIC	大地本身在排斥我！	1647	物品名:"洞穴"->默认
DESCRIBE.CAVE_ENTRANCE_OPEN.OPEN	我敢打赌在那下面肯定能发现各种各样的东西。	1648	物品名:"洞穴"->打开
DESCRIBE.CAVE_ENTRANCE_OPEN.FULL	我会等到有人离开进入。	1649	物品名:"洞穴"->满了
DESCRIBE.CAVE_EXIT.GENERIC	我想我该待在这下面。	1653	物品名:"楼梯"->默认
DESCRIBE.CAVE_EXIT.OPEN	我暂时不想再探险了。	1654	物品名:"楼梯"->打开
DESCRIBE.CAVE_EXIT.FULL	上面太拥挤！	1655	物品名:"楼梯"->满了
DESCRIBE.MAXWELLPHONOGRAPH	音乐原来是从那来的。	1657	物品名:"麦斯威尔的留声机"->单机 麦斯威尔留声机
DESCRIBE.BOOMERANG	空气动力学！	1658	物品名:"回旋镖" 制造描述:"来自澳洲土著。"
DESCRIBE.PIGGUARD	他看起来不那么友善。	1659	物品名:"猪人守卫"
DESCRIBE.ABIGAIL.LEVEL1[0]	噢，她有一个可爱的小蝴蝶结。	1664	物品名:未找到 制造描述:未找到
DESCRIBE.ABIGAIL.LEVEL1[1]	噢，她有一个可爱的小蝴蝶结。	1665	物品名:未找到 制造描述:未找到
DESCRIBE.ABIGAIL.LEVEL2[0]	噢，她有一个可爱的小蝴蝶结。	1669	物品名:未找到 制造描述:未找到
DESCRIBE.ABIGAIL.LEVEL2[1]	噢，她有一个可爱的小蝴蝶结。	1670	物品名:未找到 制造描述:未找到
DESCRIBE.ABIGAIL.LEVEL3[0]	噢，她有一个可爱的小蝴蝶结。	1674	物品名:未找到 制造描述:未找到
DESCRIBE.ABIGAIL.LEVEL3[1]	噢，她有一个可爱的小蝴蝶结。	1675	物品名:未找到 制造描述:未找到
DESCRIBE.ADVENTURE_PORTAL	我不想再一次上当了。	1678	物品名:"麦斯威尔之门"->单机 麦斯威尔之门
DESCRIBE.AMULET	戴着它我感觉很安全。	1679	物品名:"重生护符" 制造描述:"逃离死神的魔爪。"
DESCRIBE.ANIMAL_TRACK	食物留下的踪迹。我指的是...一只动物。	1680	物品名:"动物足迹"
DESCRIBE.ARMORGRASS	希望里面没虫子。	1681	物品名:"草甲" 制造描述:"提供少许防护。"
DESCRIBE.ARMORMARBLE	那看起来真的很沉。	1682	物品名:"大理石甲" 制造描述:"它很重，但能够保护你。"
DESCRIBE.ARMORWOOD	那是一件非常合适的衣服。	1683	物品名:"木甲" 制造描述:"为你抵御部分伤害。"
DESCRIBE.ARMOR_SANITY	穿着我虽然安全了，心里确不踏实。	1684	物品名:"暗夜甲" 制造描述:"保护你的躯体，但无法保护你的心智。"
DESCRIBE.ASH.GENERIC	火烧完之后剩下的一切。	1687	物品名:"灰烬"->默认
DESCRIBE.ASH.REMAINS_GLOMMERFLOWER	传送时，花被火焰吞噬了！	1688	物品名:"灰烬"->单机专用
DESCRIBE.ASH.REMAINS_EYE_BONE	传送时，眼骨被火焰吞噬了！	1689	物品名:"灰烬"->单机专用
DESCRIBE.ASH.REMAINS_THINGIE	这肯定有个完美的科学解释。	1690	物品名:"灰烬"->单机专用
DESCRIBE.AXE	可靠的斧头。	1692	物品名:"斧头" 制造描述:"砍倒树木！"
DESCRIBE.BABYBEEFALO.GENERIC	啊。太可爱了！	1695	物品名:"小皮弗娄牛"->默认
DESCRIBE.BABYBEEFALO.SLEEPING	做个好梦，臭家伙。	1696	物品名:"小皮弗娄牛"->睡着了
DESCRIBE.BUNDLE	我们的物资都在那里面！	1698	物品名:"捆绑物资"
DESCRIBE.BUNDLEWRAP	把东西打包起来应该会容易搬一点。	1699	物品名:"捆绑包装" 制造描述:"打包东西的必要工具。"
DESCRIBE.BACKPACK	你可以在那里面装进许多科学。	1700	物品名:"背包" 制造描述:"携带更多物品。"
DESCRIBE.BACONEGGS	适合科学家的完美早餐。	1701	物品名:"培根煎蛋"
DESCRIBE.BANDAGE	似乎挺卫生的。	1702	物品名:"蜂蜜药膏" 制造描述:"愈合小伤口。"
DESCRIBE.BASALT	太硬了，敲不碎！	1703	物品名:"玄武岩"
DESCRIBE.BEARDHAIR	当它们不是你自己的时候才会恶心。	1704	物品名:"胡须"
DESCRIBE.BEARGER	熊一样大的獾。	1705	物品名:"熊獾"
DESCRIBE.BEARGERVEST	欢迎来到冬眠站！	1706	物品名:"熊皮背心" 制造描述:"像熊一样的背心。"
DESCRIBE.ICEPACK	毛皮使包内有保温效果。	1707	物品名:"保鲜背包" 制造描述:"保持新鲜感。"
DESCRIBE.BEARGER_FUR	一块厚毛皮。	1708	物品名:"熊皮" 制造描述:"毛皮再生。"
DESCRIBE.BEDROLL_STRAW	看起来挺舒适，但闻起来一股霉味。	1709	物品名:"草席卷" 制造描述:"一觉睡到天亮。"
DESCRIBE.BEEQUEEN	让那蜂刺离我远点！	1710	物品名:"蜂王"
DESCRIBE.BEEQUEENHIVE.GENERIC	太黏了，没法走下去了。	1713	物品名:"小块蜂蜜"->默认
DESCRIBE.BEEQUEENHIVE.GROWING	那东西以前在那里吗？	1714	物品名:"小块蜂蜜"->正在生长
DESCRIBE.BEEQUEENHIVEGROWN	不科学啊，它是怎么长到这么大的？！	1716	物品名:"巨大蜂窝"
DESCRIBE.BEEGUARD	它正在守卫女王。	1717	物品名:"嗡嗡蜜蜂"
DESCRIBE.HIVEHAT	当我戴上它时，这世界似乎少一点疯狂了。	1718	物品名:"蜂王冠"
DESCRIBE.MINISIGN.GENERIC	我可以画得比那好！	1721	物品名:"小木牌"->默认
DESCRIBE.MINISIGN.UNDRAWN	我们应该在那上面画些东西。	1722	物品名:"小木牌"->没有画画
DESCRIBE.MINISIGN_ITEM	像这样没有太多用处。我们应该把它放下。	1724	物品名:"小木牌" 制造描述:"用羽毛笔在这些上面画画。"
DESCRIBE.BEE.GENERIC	嗡嗡嗡，嗡嗡嗡。	1727	物品名:"蜜蜂"->默认
DESCRIBE.BEE.HELD	当心！	1728	物品名:"蜜蜂"->拿在手里
DESCRIBE.BEEBOX.READY	它里面装满了蜂蜜。	1732	物品名:"蜂箱"->准备好的 满的 制造描述:"贮存你自己的蜜蜂。"
DESCRIBE.BEEBOX.FULLHONEY	它里面装满了蜂蜜。	1733	物品名:"蜂箱"->蜂蜜满了 制造描述:"贮存你自己的蜜蜂。"
DESCRIBE.BEEBOX.GENERIC	蜜蜂！	1734	物品名:"蜂箱"->默认 制造描述:"贮存你自己的蜜蜂。"
DESCRIBE.BEEBOX.NOHONEY	它是空的。	1735	物品名:"蜂箱"->没有蜂蜜 制造描述:"贮存你自己的蜜蜂。"
DESCRIBE.BEEBOX.SOMEHONEY	需要等一会。	1736	物品名:"蜂箱"->有一些蜂蜜 制造描述:"贮存你自己的蜜蜂。"
DESCRIBE.BEEBOX.BURNT	怎么被烧掉的？！！	1737	物品名:"蜂箱"->烧焦的 制造描述:"贮存你自己的蜜蜂。"
DESCRIBE.MUSHROOM_FARM.STUFFED	那真是许许多多的蘑菇！	1741	物品名:"蘑菇农场"->塞，满了？？ 制造描述:"种蘑菇。"
DESCRIBE.MUSHROOM_FARM.LOTS	木头上长满了蘑菇。	1742	物品名:"蘑菇农场"->很多 制造描述:"种蘑菇。"
DESCRIBE.MUSHROOM_FARM.SOME	现在它应该继续生长。	1743	物品名:"蘑菇农场"->有一些 制造描述:"种蘑菇。"
DESCRIBE.MUSHROOM_FARM.EMPTY	它可以使用一个孢子。或是一个蘑菇移植植物。	1744	物品名:"蘑菇农场" 制造描述:"种蘑菇。"
DESCRIBE.MUSHROOM_FARM.ROTTEN	木头死亡了。我们应该用一个活的来替换它。	1745	物品名:"蘑菇农场"->腐烂的--需要活木 制造描述:"种蘑菇。"
DESCRIBE.MUSHROOM_FARM.BURNT	科学的力量催生了它。	1746	物品名:"蘑菇农场"->烧焦的 制造描述:"种蘑菇。"
DESCRIBE.MUSHROOM_FARM.SNOWCOVERED	我认为它在这种寒冷的天气里没办法生长。	1747	物品名:"蘑菇农场"->被雪覆盖 制造描述:"种蘑菇。"
DESCRIBE.BEEFALO.FOLLOWER	他在静静地跟着我。	1751	物品名:"皮弗娄牛"->追随者
DESCRIBE.BEEFALO.GENERIC	是皮弗娄牛！	1752	物品名:"皮弗娄牛"->默认
DESCRIBE.BEEFALO.NAKED	呃，他很伤心。	1753	物品名:"皮弗娄牛"->牛毛被刮干净了
DESCRIBE.BEEFALO.SLEEPING	这些家伙睡得真死。	1754	物品名:"皮弗娄牛"->睡着了
DESCRIBE.BEEFALO.DOMESTICATED	这个没其他的那么臭。	1755	物品名:"皮弗娄牛"->驯化牛
DESCRIBE.BEEFALO.ORNERY	它看起来非常生气。	1756	物品名:"皮弗娄牛"->战斗牛
DESCRIBE.BEEFALO.RIDER	这家伙看起来挺好骑的。	1757	物品名:"皮弗娄牛"->骑行牛
DESCRIBE.BEEFALO.PUDGY	嗯，它可能吃太多东西了。	1758	物品名:"皮弗娄牛"->胖牛
DESCRIBE.BEEFALO.MYPARTNER	我们永远都是朋友。	1759	物品名:"皮弗娄牛"
DESCRIBE.BEEFALO.DEAD	它很坚强。	1760	物品名:"皮弗娄牛"->死了
DESCRIBE.BEEFALO.DEAD_MYPARTNER	希望我们能重逢。	1761	物品名:"皮弗娄牛"
DESCRIBE.BEEFALOHAT	可以预见，我的发型要被帽子毁了。	1763	物品名:"牛角帽" 制造描述:"成为牛群中的一员！连气味也变得一样。"
DESCRIBE.BEEFALOWOOL	闻起来像皮弗娄牛的眼泪。	1764	物品名:"牛毛"
DESCRIBE.BEEHAT	保护你的皮肤，但会压坏你精心设计的发型。	1765	物品名:"养蜂帽" 制造描述:"防止被愤怒的蜜蜂蜇伤。"
DESCRIBE.BEESWAX	科学证明蜂蜡可以防腐！	1766	物品名:"蜂蜡" 制造描述:"一种有用的防腐蜂蜡。"
DESCRIBE.BEEHIVE	蜜蜂嗡嗡忙不停。	1767	物品名:"蜂窝"
DESCRIBE.BEEMINE	它晃动时就会嗡嗡叫。	1768	物品名:"蜜蜂地雷" 制造描述:"变成武器的蜜蜂。会出什么问题？"
DESCRIBE.BEEMINE_MAXWELL	被装在地雷里的狂暴蚊子！	1769	物品名:"麦斯威尔的蚊子陷阱"->单机 麦斯威尔的蚊子陷阱
DESCRIBE.BERRIES	红色浆果最好吃。	1770	物品名:"浆果"
DESCRIBE.BERRIES_COOKED	我认为加热并没有让它们变得更好。	1771	物品名:"烤浆果"
DESCRIBE.BERRIES_JUICY	非常美味，虽然美味稍纵即逝。	1772	物品名:"多汁浆果"
DESCRIBE.BERRIES_JUICY_COOKED	最好在变质前吃掉！	1773	物品名:"烤多汁浆果"
DESCRIBE.BERRYBUSH.BARREN	我想它需要施肥。	1776	物品名:"浆果丛"
DESCRIBE.BERRYBUSH.WITHERED	这么热的天气什么也生长不了。	1777	物品名:"浆果丛"->枯萎了
DESCRIBE.BERRYBUSH.GENERIC	我觉得这些应该能吃。	1778	物品名:"浆果丛"->默认
DESCRIBE.BERRYBUSH.PICKED	或许它们会再长出来？	1779	物品名:"浆果丛"->被采完了
