我面朝哪个方向？	Ta đang quay mặt về hướng nào?
北。	Bắc.
南。	Nam.
东。	Đông.
西。	Tây.
东北。	Đông bắc.
东南。	Đông nam.
西北。	Tây bắc.
西南。	Tây nam.
真锋利！	Sắc thật!
穿这衣服时，会粘在背上。	Mặc áo này thì nó dính vào lưng.
啊！真可怕！	A! Đáng sợ thật!
我敢打赌，如果我拿着其中俩个我就能飞起来。	Ta dám cá, cầm hai cái là ta bay lên được.
那些东西即使死了都很讨厌。	Mấy thứ đó chết rồi vẫn đáng ghét.
至少它不会再活过来了。	Ít ra nó không sống lại nữa.
我可不想吵醒它们。	Ta chẳng muốn đánh thức chúng.
真是又暖和又舒服。	Vừa ấm vừa dễ chịu thật.
我要马上搞科研，饥渴难耐。	Ta phải nghiên cứu ngay, khát khao không chịu nổi.
是科学的力量让它发光。	Chính sức mạnh khoa học khiến nó phát sáng.
另一种味道的粪便。	Một loại phân mùi khác.
更文明的灯具。	Đèn văn minh hơn.
奇怪，看起来就很好吃。	Lạ thật, trông đã thấy ngon.
手里抓个东西挺好的。	Trong tay cầm cái gì đó cũng hay.
让穿戴者看起来像一个有趣的家伙。	Khiến người đội trông như một gã thú vị.
蓝色明显是最科学的颜色。	Màu xanh rõ ràng là màu khoa học nhất.
我们可以用一些主要颜色来生成一个主要光源。	Bọn ta có thể dùng vài màu cơ bản để tạo một nguồn sáng chính.
我没有让它发霉，我发誓。	Ta không làm nó mốc đâu, ta thề.
科学把它点亮了。	Khoa học đã thắp sáng nó.
它是一个又大又科学的蘑菇。	Nó là một cây nấm to và khoa học.
完全烧焦。	Cháy đen hoàn toàn.
一扔就让我犯困。	Ném một cái là ta buồn ngủ.
一朵蘑菇云正在生成！	Một đám mây hình nấm đang hình thành!
疣，都是疣！	Mụn cóc, toàn mụn cóc!
只是地上的一个洞。	Chỉ là một cái lỗ trên mặt đất.
有东西伸出来了。	Có thứ gì thò ra rồi.
那毒菌只是想被砍掉。	Cây nấm độc đó chỉ muốn bị chặt đi thôi.
咦嘘！我不要亲吻那东西！	Ơ ê! Ta không hôn thứ đó đâu!
它狂跳不止！	Nó nhảy loạn không ngừng!
多么科学！	Khoa học làm sao!
多么不道德！	Vô đạo đức làm sao!
那个蘑菇长得太大了。	Cây nấm đó mọc to quá.
从远处看不出来，但它相当臭。	Nhìn từ xa không thấy, nhưng nó khá thối.
沾满了酸液。	Dính đầy dịch axit.
我的浴室里过去生长着这些东西。	Trước kia trong nhà tắm của ta mọc mấy thứ này.
这个让我有点反感。	Cái này khiến ta hơi ghê.
魔法蘑菇？	Nấm ma pháp?
它在努力繁殖。	Nó đang cố sức sinh sôi.
蜘蛛们觉得这个很重要。	Lũ nhện thấy cái này rất quan trọng.
它四处飘荡。	Nó bay lởn vởn khắp nơi.
我要在口袋里装一点光。	Ta muốn bỏ chút ánh sáng vào túi.
在这世上已了无牵挂。	Trên đời này chẳng còn gì vướng bận.
那是孢子的眼睛看到的景象。	Đó là cảnh mà mắt bào tử nhìn thấy.
那可不是真的胡萝卜。	Cái đó đâu phải cà rốt thật.
那可不是真的烤胡萝卜。	Cái đó đâu phải cà rốt nướng thật.
呕...恶心...	Ọe... kinh quá...
拼不好的拼图。	Bức ghép hình không ghép nổi.
那会弄乱我的头发。	Cái đó sẽ làm tóc ta rối tung.
“恶心的”洞穴。	Hang động “kinh tởm”.
要不是有用的话，我才不会去碰呢。	Nếu không hữu dụng thì ta chẳng đụng vào.
他不算太恶心，但还是恶心。	Hắn không quá kinh, nhưng vẫn kinh.
哇！更多蜘蛛！	Oa! Thêm nhện nữa!
我讨厌蜘蛛！	Ta ghét nhện!
它外面盖满了蛛网。	Bên ngoài nó phủ đầy mạng nhện.
我看它就是块石头。	Ta thấy nó chỉ là hòn đá.
石头，石头，石头，石头...	Đá, đá, đá, đá...
非常扎人。	Đâm rất đau.
这些非常华丽。	Mấy thứ này rất hoa lệ.
一块地皮。	Một mảnh nền đất.
一块月球地面。	Một mảnh nền mặt trăng.
一块海滩。	Một mảnh bãi biển.
草草铺砌的石头。	Đá lát qua loa.
这些是木地板。	Đây là sàn gỗ.
又一种地皮类型。	Lại một loại nền nữa.
你想证明它能防火吗？	Ngươi muốn chứng minh nó chống cháy à?
一片沙地。	Một vạt đất cát.
它出奇地柔软。	Nó mềm đến bất ngờ.
我用我的胡须做的！	Ta làm bằng râu của mình đấy!
科学啊，帮帮我们吧。	Khoa học ơi, giúp bọn ta với.
我在想那岩石能不能移开。	Ta đang nghĩ tảng đá đó có dời được không.
它有可能在隐瞒什么事情。	Có khả năng nó đang giấu chuyện gì đó.
大地本身在排斥我！	Chính mặt đất đang chối bỏ ta!
我敢打赌在那下面肯定能发现各种各样的东西。	Ta dám cá dưới đó nhất định tìm được đủ thứ.
我会等到有人离开进入。	Ta sẽ đợi có người rời đi rồi vào.
我想我该待在这下面。	Ta nghĩ mình nên ở lại dưới này.
我暂时不想再探险了。	Tạm thời ta không muốn thám hiểm nữa.
上面太拥挤！	Trên đó chật quá!
音乐原来是从那来的。	Thì ra tiếng nhạc từ đó phát ra.
空气动力学！	Khí động học!
他看起来不那么友善。	Hắn trông chẳng thân thiện cho lắm.
噢，她有一个可爱的小蝴蝶结。	Ồ, nàng có cái nơ bướm nhỏ đáng yêu.
我不想再一次上当了。	Ta không muốn mắc lừa thêm lần nữa.
戴着它我感觉很安全。	Đội nó vào ta thấy rất an toàn.
食物留下的踪迹。我指的是...一只动物。	Dấu vết do thức ăn để lại. Ý ta là... một con vật.
希望里面没虫子。	Mong bên trong không có sâu.
那看起来真的很沉。	Cái đó trông nặng thật.
那是一件非常合适的衣服。	Đó là một bộ đồ rất vừa vặn.
穿着我虽然安全了，心里确不踏实。	Mặc vào thì an toàn thật, nhưng trong lòng chẳng yên.
火烧完之后剩下的一切。	Tất cả những gì còn lại sau khi lửa tàn.
传送时，花被火焰吞噬了！	Lúc truyền tống, đoá hoa bị lửa nuốt chửng!
传送时，眼骨被火焰吞噬了！	Lúc truyền tống, xương mắt bị lửa nuốt chửng!
这肯定有个完美的科学解释。	Chuyện này nhất định có lời giải khoa học hoàn hảo.
可靠的斧头。	Cây rìu đáng tin.
啊。太可爱了！	A. Đáng yêu quá!
做个好梦，臭家伙。	Ngủ ngon nhé, đồ hôi hám.
我们的物资都在那里面！	Vật tư của bọn ta đều ở trong đó!
把东西打包起来应该会容易搬一点。	Gói đồ lại chắc sẽ dễ mang hơn.
你可以在那里面装进许多科学。	Ngươi có thể nhét cả đống khoa học vào trong đó.
适合科学家的完美早餐。	Bữa sáng hoàn hảo cho nhà khoa học.
似乎挺卫生的。	Xem chừng khá vệ sinh.
太硬了，敲不碎！	Cứng quá, đập không vỡ!
当它们不是你自己的时候才会恶心。	Chỉ khi chúng không phải của mình thì mới thấy kinh.
熊一样大的獾。	Con lửng to như gấu.
欢迎来到冬眠站！	Chào mừng tới trạm ngủ đông!
毛皮使包内有保温效果。	Da lông khiến bên trong túi giữ nhiệt.
一块厚毛皮。	Một tấm da lông dày.
看起来挺舒适，但闻起来一股霉味。	Trông khá dễ chịu, nhưng ngửi thấy mùi mốc.
让那蜂刺离我远点！	Cho cái ngòi ong đó tránh xa ta ra!
太黏了，没法走下去了。	Dính quá, không đi tiếp được.
那东西以前在那里吗？	Thứ đó trước giờ vẫn ở đấy à?
不科学啊，它是怎么长到这么大的？！	Chẳng khoa học chút nào, nó lớn tới cỡ này bằng cách nào?!
它正在守卫女王。	Nó đang canh gác nữ hoàng.
当我戴上它时，这世界似乎少一点疯狂了。	Lúc ta đội nó vào, thế giới này dường như bớt điên một chút.
我可以画得比那好！	Ta vẽ đẹp hơn thế!
我们应该在那上面画些东西。	Bọn ta nên vẽ gì đó lên trên.
像这样没有太多用处。我们应该把它放下。	Thế này thì chẳng mấy hữu dụng. Bọn ta nên đặt nó xuống.
嗡嗡嗡，嗡嗡嗡。	Vo vo vo, vo vo vo.
当心！	Cẩn thận!
它里面装满了蜂蜜。	Bên trong nó đầy mật ong.
蜜蜂！	Ong!
需要等一会。	Cần đợi một lát.
怎么被烧掉的？！！	Sao lại cháy mất rồi?!!
那真是许许多多的蘑菇！	Nấm nhiều thật là nhiều!
木头上长满了蘑菇。	Trên khúc gỗ mọc đầy nấm.
现在它应该继续生长。	Giờ nó nên tiếp tục mọc.
它可以使用一个孢子。或是一个蘑菇移植植物。	Nó dùng được một bào tử. Hoặc một cây nấm ghép.
木头死亡了。我们应该用一个活的来替换它。	Khúc gỗ chết rồi. Bọn ta nên thay bằng khúc còn sống.
科学的力量催生了它。	Sức mạnh khoa học đã thúc nó nảy nở.
我认为它在这种寒冷的天气里没办法生长。	Ta cho rằng nó chẳng mọc nổi trong thời tiết lạnh thế này.
他在静静地跟着我。	Nó lặng lẽ đi theo ta.
是皮弗娄牛！	Là Beefalo!
呃，他很伤心。	Ừ, nó buồn lắm.
这些家伙睡得真死。	Mấy gã này ngủ say như chết.
这个没其他的那么臭。	Cái này không thối bằng mấy cái kia.
它看起来非常生气。	Nó trông rất giận.
这家伙看起来挺好骑的。	Gã này trông khá dễ cưỡi.
嗯，它可能吃太多东西了。	Ừm, nó có lẽ ăn nhiều quá.
我们永远都是朋友。	Chúng ta mãi là bạn.
它很坚强。	Nó rất kiên cường.
希望我们能重逢。	Mong chúng ta còn gặp lại.
可以预见，我的发型要被帽子毁了。	Đoán trước được thôi, kiểu tóc của ta sẽ bị cái mũ phá hỏng.
闻起来像皮弗娄牛的眼泪。	Ngửi như nước mắt Beefalo.
保护你的皮肤，但会压坏你精心设计的发型。	Bảo vệ da ngươi, nhưng sẽ bẹp mất kiểu tóc ngươi kỳ công tạo.
科学证明蜂蜡可以防腐！	Khoa học chứng minh sáp ong chống thối!
蜜蜂嗡嗡忙不停。	Ong vo ve bận rộn không ngơi.
它晃动时就会嗡嗡叫。	Lắc lên là nó kêu vo vo.
被装在地雷里的狂暴蚊子！	Muỗi cuồng bạo nhét trong quả mìn!
红色浆果最好吃。	Quả mọng đỏ ngon nhất.
我认为加热并没有让它们变得更好。	Ta cho rằng đun nóng chẳng làm chúng ngon hơn.
非常美味，虽然美味稍纵即逝。	Rất ngon, dù cái ngon thoáng qua rất nhanh.
最好在变质前吃掉！	Tốt nhất ăn trước khi hỏng!
我想它需要施肥。	Ta nghĩ nó cần bón phân.
这么热的天气什么也生长不了。	Thời tiết nóng thế này chẳng gì mọc nổi.
我觉得这些应该能吃。	Ta thấy mấy thứ này chắc ăn được.
或许它们会再长出来？	Có lẽ chúng sẽ mọc lại?
看上去病的很重。	Trông bệnh nặng lắm.
呃...有些地方不对劲。	Ừ... có chỗ nào đó không ổn.
它大部分都着火了。	Phần lớn nó đang cháy.
在这种状态下，它长不出浆果。	Ở trạng thái này, nó không ra quả mọng được.
高温将多汁的浆果脱水！	Nhiệt độ cao rút hết nước khỏi quả mọng mọng nước!
我应该把他们留到吃饭时间。	Ta nên để dành chúng tới bữa ăn.
下一批丛林在努力生长。	Lứa bụi cây tiếp theo đang cố sức mọc.
它看上去很不舒服。	Nó trông rất khó chịu.
那真是一只巨大无比的脚。	Đó đúng là một cái chân to khổng lồ.
现在只需要一只鸟。	Giờ chỉ cần một con chim.
谁是好鸟？	Ai là chim ngoan nào?
哇哦，他睡着了。	Chà, nó ngủ rồi.
它看起来有点饿。	Nó trông hơi đói.
好久都没人喂食了吧？	Lâu rồi chẳng ai cho ăn nhỉ?
也许它只是在休息？	Có lẽ nó chỉ đang nghỉ thôi?
那只鸟肯定死了。	Con chim đó chắc chắn chết rồi.
蛛网带来的收益！	Lợi lộc mạng nhện mang lại!
不是我的错！	Không phải lỗi của ta!
一颗正常的、小小的鸟蛋。	Một quả trứng chim nhỏ, bình thường.
真好吃！	Ngon thật!
退后，传教士！	Lùi lại, nhà truyền giáo!
这东西似乎根本不安全。	Thứ này xem ra chẳng an toàn chút nào.
不要倒吸进去。	Đừng hít ngược vào.
我可以好好练习怎么吹生日蜡烛！	Ta có thể luyện cách thổi nến sinh nhật cho tốt!
它的准确性令人震惊。	Độ chính xác của nó khiến người ta kinh ngạc.
像冰一样冷！	Lạnh như băng!
它散发着冰冷能量的光芒。	Nó toả ra thứ ánh sáng năng lượng băng giá.
科学啊！	Khoa học ơi!
太科学了！	Khoa học quá!
一张雕像的图片。要找个地方才能做出来。	Một bức hình tượng đá. Phải tìm chỗ mới làm ra được.
科学帮帮我吧，我实在破译不了这些笔迹。	Khoa học cứu ta với, ta thật sự không giải nổi mấy nét chữ này.
它很古怪，还黏黏的。	Nó vừa kỳ quái vừa dinh dính.
这回不一样了……	Lần này khác rồi……
是蘑菇。	Là nấm.
它在睡觉。	Nó đang ngủ.
不知道它会不会长回来？	Không biết nó có mọc lại không?
木板。	Ván gỗ.
一小片骨头。	Một mảnh xương nhỏ.
能让我的骨头上长点肉的炖菜。	Món hầm giúp xương ta có thêm chút thịt.
抓虫子用的。	Dùng để bắt sâu bọ.
看着有点扎人。	Trông hơi châm chích.
我无法相信这是黄油！	Ta không tin nổi đây là bơ!
蝴蝶，扑扑翅膀飞走了。	Bươm bướm, vỗ cánh bay đi mất.
总算抓到你了！	Rốt cuộc cũng bắt được ngươi!
我们扔掉了食谱，即兴发挥了一下。	Bọn ta vứt công thức đi, tuỳ hứng làm một phen.
没了这些，它只是条毛虫。	Không có mấy thứ này, nó chỉ là con sâu róm.
多么丑怪的一只秃鹫！	Con kền kền mới xấu xí quái dị làm sao!
哦，挺好的。现在不止他一个了。	Ồ, hay đấy. Giờ không chỉ mình hắn nữa.
有些东西你看到后就想赶紧忘掉……	Có những thứ nhìn xong chỉ muốn quên ngay……
虽然有刺，但很美味。	Tuy có gai, nhưng rất ngon.
干瘪了，但还是很多刺。	Teo quắt rồi, mà vẫn lắm gai.
来自沙漠的烤水果。	Trái cây nướng đến từ sa mạc.
要想把它变成一顿美味，还需要把上面的刺弄掉。	Muốn biến nó thành món ngon thì còn phải gỡ hết gai đi.
多刺植物开出的美丽花朵。	Đoá hoa đẹp nở trên cây đầy gai.
得给那火加油了，或者就要灭了。	Phải tiếp nhiên liệu cho ngọn lửa, không thì tắt mất.
肯定能驱走黑暗。	Chắc chắn xua được bóng tối.
火要失控了！	Lửa sắp mất kiểm soát rồi!
火变得有点小了。	Lửa nhỏ đi một chút rồi.
真舒服。	Dễ chịu thật.
哦，火灭了。	Ồ, lửa tắt rồi.
得加燃料了，不然火就要灭了。	Phải thêm nhiên liệu, không thì lửa tắt mất.
从技术上讲，走路就是有控制的跌倒。	Nói cho đúng kỹ thuật, đi bộ chính là ngã có kiểm soát.
顽皮的小东西。	Đồ nhỏ nghịch ngợm.
树桩里的窝。	Cái tổ trong gốc cây.
它的主人没命了。	Chủ nhân của nó mất mạng rồi.
遮住耳朵的帽子！	Cái mũ che kín tai!
我觉得它还在摆动。	Ta thấy nó vẫn còn ngọ nguậy.
真恶心，这棵蔬菜是从土里出来的。	Kinh thật, cây rau này chui từ đất lên.
土地在创造植物宝宝。	Đất đang tạo ra cây con.
这是一颗种子。	Đây là một hạt giống.
现在我可以让大家伙看看我找到什么了！	Giờ ta có thể cho mọi người xem ta tìm được gì rồi!
那件事到此为止。	Chuyện đó đến đây là hết.
现在就只有灰烬了。	Giờ chỉ còn tro tàn.
它是一种蕨类植物。	Nó là một loài dương xỉ.
又小又黑，闻起来像烧焦的木头。	Vừa nhỏ vừa đen, ngửi như gỗ cháy.
我有同感。	Ta cũng thấy vậy.
它比看上去的更重。	Nó nặng hơn vẻ ngoài.
棋子们自己在动！	Mấy quân cờ tự động đậy!
它是匹马，当然。	Nó là con ngựa, dĩ nhiên.
是个石头主教。	Là quân tượng bằng đá.
嗯...看起来很熟悉。	Ừm... trông quen lắm.
对我来说，看起来没有非常“高贵”。	Với ta mà nói, trông chẳng “cao quý” cho lắm.
仅仅看着它就让我的肚子咕噜叫了。	Chỉ nhìn thôi mà bụng ta đã kêu réo.
那从来不是我的菜。	Cái đó chưa bao giờ hợp gu ta.
感觉它的目光在跟着你。	Cảm giác ánh mắt nó dõi theo ngươi.
靠近后它大得多了。	Lại gần mới thấy nó to hơn nhiều.
呃。这太逼真了。	Ừ. Cái này giống thật quá.
啊，这让我想起一些事情。不好的记忆。	À, cái này khiến ta nhớ vài chuyện. Ký ức không hay.
现在轮到你被吓得一动不动了！	Giờ đến lượt ngươi sợ đến đứng hình!
看着挺美的，对吧？	Trông đẹp đấy chứ nhỉ?
果然和看上去一样沉。	Quả nhiên nặng đúng như vẻ ngoài.
最近我感到备受启发。	Dạo này ta thấy được khai sáng nhiều.
有人胜出了！	Có người thắng rồi!
它不追着杀你的时候还是挺可爱的。	Lúc không đuổi giết ngươi thì nó cũng khá đáng yêu.
看着不如麦斯威尔脾气大。	Trông không nóng tính bằng Maxwell.
不能拿来当板凳坐，对吧？	Không dùng làm ghế ngồi được nhỉ?
一动不动的骨架。	Bộ xương bất động.
我能召唤出“非节日装饰版”的克劳斯吗？	Ta triệu được Klaus bản “không trang trí lễ hội” không?
很有雕塑感。	Rất có chất điêu khắc.
蚁狮雕塑。	Tượng Antlion.
这座雕塑很牛。	Bức tượng này ngầu thật.
这些就很容易找到。	Mấy thứ này thì rất dễ tìm.
它做抓柱很合适。	Nó làm cột cào rất hợp.
我想抱抱它，但怕石头擦破皮。	Ta muốn ôm nó, mà sợ đá làm trầy da.
我更喜欢它这样。	Ta thích nó thế này hơn.
它冷冰冰地盯着我。	Nó lạnh lùng nhìn chằm chằm vào ta.
恐怖之夜里出现了非常不舒服的眼神接触。	Trong đêm kinh hoàng lại có màn chạm mắt cực kỳ khó chịu.
谁知道他现在去哪儿了。	Ai mà biết giờ hắn đi đâu.
这东西该扔进垃圾堆！	Thứ này nên quăng vào đống rác!
这座雕塑看起来有点刺眼。	Bức tượng này trông hơi chói mắt.
就差口臭了。	Chỉ thiếu mỗi hơi thở hôi.
不知为什么，它看起来比正版的更暴躁。	Chẳng hiểu sao, nó trông nóng nảy hơn cả bản gốc.
怎么看它都觉得有些鳍跷。	Nhìn kiểu gì cũng thấy có gì đó tanh tanh khả nghi.
它还是让我心有余悸。	Nó vẫn khiến ta còn sợ hãi.
我一般会远离淘金者。	Ta thường tránh xa đám đãi vàng.
设计精妙，制作堪忧。	Thiết kế tinh xảo, chế tác đáng lo.
月看月开心。	Càng ngắm trăng càng vui.
那个骑士马马虎虎。	Vị hiệp sĩ đó tàm tạm.
一堆烂发条装置。	Một đống thiết bị dây cót nát.
另一堆烂发条装置。	Lại một đống thiết bị dây cót nát.
更多的烂发条装置。	Thêm nữa thiết bị dây cót nát.
一只小短腿的...箱子，先生。	Một cái... rương chân ngắn, thưa ngài.
它在看着我。	Nó đang nhìn ta.
它睡着了。	Nó ngủ rồi.
可怜的小家伙。	Thằng bé tội nghiệp.
碳烤熟透。	Nướng than chín kỹ.
只比生吃的时候好吃一点点。	Chỉ ngon hơn lúc ăn sống một chút xíu.
现在我不必担心会生虫子了！	Giờ ta khỏi lo bị sinh sâu rồi!
这还需要一点时间。	Cái này còn cần thêm chút thời gian.
就快好了！	Sắp xong rồi!
嗯！可以吃了！	Ừm! Ăn được rồi!
看着都觉得饿。	Nhìn thôi đã thấy đói.
锅给烧没了。	Cái nồi cháy mất rồi.
高果糖！	Nhiều đường quả!
做熟了，高果糖！	Nấu chín rồi, nhiều đường quả!
某种科学制成的黄色生物。	Một loài sinh vật màu vàng do khoa học tạo ra.
我并没有在压扁你，不是吗？	Ta đâu có đè bẹp ngươi, đúng không?
它可能是好的。	Nó có lẽ tốt.
那里面有什么东西吗？	Trong đó có thứ gì không?
多么富有空气动力学的生物啊！	Một sinh vật giàu tính khí động học làm sao!
它爬进了我的心里。	Nó bò vào tận trong tim ta.
比起它妈妈，它的粘液少多了。	So với mẹ nó, nhớt của nó ít hơn nhiều.
对一只小怪兽来说真是太可爱了！	Với một con quái nhỏ thì đáng yêu quá đi!
你会成为一位很棒的实验室助手。	Ngươi sẽ thành một trợ lý phòng thí nghiệm tuyệt vời.
我的长羽毛的朋友。	Người bạn có lông vũ của ta.
留着她是因为她对飞蛾学有价值。	Giữ nàng lại vì nàng có giá trị với ngành nghiên cứu bướm đêm.
它在那里不太快乐。	Nó ở đó chẳng vui lắm.
割下来的草，可用于制作和合成其他东西。	Cỏ đã cắt, dùng để chế tác và tổng hợp thứ khác.
割下的芦苇，可用于合成和消遣。	Lau sậy đã cắt, dùng để tổng hợp và tiêu khiển.
光滑诱人。	Trơn bóng hấp dẫn.
功效最强的大餐。	Bữa lớn công hiệu mạnh nhất.
它是不是盯着我？…不，我猜没有。	Nó có đang nhìn ta không?… Không, chắc là không.
多么引人注目的一个鹿角啊！	Cái gạc hươu mới bắt mắt làm sao!
掉下来正常吗？	Rụng xuống là bình thường à?
它被那头野兽控制着！	Nó bị con thú đó khống chế!
它体型真大！！	Thân hình nó to thật!!
这真的很恶心。	Cái này kinh thật.
它会守护佩戴人。	Nó sẽ bảo vệ người đeo.
可能是一丛草。	Có lẽ là một bụi cỏ.
这对护目镜可真时髦。	Cặp kính bảo hộ này thời thượng thật.
优质护目用具。	Dụng cụ bảo vệ mắt chất lượng cao.
这是一项破土而出的科学成就。	Đây là thành tựu khoa học phá đất mà ra.
闻起来像培根！	Ngửi như thịt xông khói!
我还不够壮，挥不动它。	Ta chưa đủ khoẻ, vung không nổi nó.
这是一堆土...还是？	Đây là một đống đất... hay không?
信号很弱。	Tín hiệu rất yếu.
它是某种自动引导装置。	Nó là một loại thiết bị dẫn đường tự động.
这东西发疯了！	Thứ này phát điên rồi!
我在正确的方向上。	Ta đang đi đúng hướng.
肯定很接近了。	Chắc chắn gần lắm rồi.
我想知道它有什么用。	Ta muốn biết nó dùng làm gì.
看起来它需要一把大钥匙。	Xem chừng nó cần một chiếc chìa khoá lớn.
现在机器可以工作了！	Giờ cỗ máy chạy được rồi!
那根杖子看起来很有用！	Cây gậy đó trông rất hữu dụng!
那是一只龙蝇！	Đó là một con Dragonfly!
热呼呼的盔甲！	Bộ giáp nóng hổi!
还是热的。	Vẫn còn nóng.
仅次于保险箱！	Chỉ kém két sắt một bậc!
它提供的储存空间可谓是箱中之龙！	Không gian chứa đồ nó cho quả là rồng trong các loại rương!
看起来不太对啊。	Trông không ổn lắm.
产生了大量的热量，但亮光却不多。	Sinh ra rất nhiều nhiệt, mà ánh sáng chẳng bao nhiêu.
它是在朝我眨眼吗？	Nó đang nháy mắt với ta à?
滚烫！	Bỏng rát!
哈奇蛋戈鱼，P.I.	Trứng Gô Hatch, thám tử tư.
我一直想要拥有一件这样的装备。	Ta vẫn luôn muốn có một món trang bị như thế này.
或许他需要点科学的力量？	Có lẽ hắn cần chút sức mạnh khoa học?
好烫的口水！	Nước dãi nóng quá!
我喜欢把它叫作“干唾液”。	Ta thích gọi nó là “nước bọt khô”.
壮观！	Hùng vĩ!
太烫了，没办法处理。	Nóng quá, không xử lý được.
冷却下来，平静下来。	Nguội xuống, bình tĩnh lại.
可怜的东西一定很饿。	Con vật tội nghiệp chắc đói lắm.
我听到它的小肚子在咕咕叫。	Ta nghe cái bụng nhỏ của nó kêu réo.
它似乎很快乐。	Nó có vẻ rất vui.
啊。谁是好怪物？	A. Ai là quái vật ngoan nào?
里面传来微弱的暖意。	Bên trong toả ra hơi ấm yếu ớt.
我觉得蛋不够热。	Ta thấy quả trứng chưa đủ nóng.
我从未想过我会见到一只高兴的蛋。	Ta chưa từng nghĩ sẽ gặp một quả trứng vui vẻ.
一颗蛋牙！	Một chiếc răng trứng!
好奇怪的水果。	Loại quả kỳ lạ thật.
这水果还是很怪。	Quả này vẫn kỳ quái.
那个火龙果非常耐饱。	Quả thanh long lửa đó rất chắc bụng.
准备好狼吞虎咽了。	Sẵn sàng ăn ngấu nghiến rồi.
狼吞虎咽还更好！	Ăn ngấu nghiến còn ngon hơn!
现在可以把它带到任何地方了。	Giờ mang nó đi đâu cũng được.
这树可移植到家附近。	Cây này ghép được về gần nhà.
如今在哪里都可以种这种植物。	Giờ chỗ nào cũng trồng được loài cây này.
这需要种植。	Cái này cần trồng xuống.
呃，真臭！	Ừ, thối thật!
现在它闻起来更臭了！	Giờ nó còn thối hơn!
温暖你内外。	Sưởi ấm ngươi cả trong lẫn ngoài.
它看起来不像一颗蛋。	Nó trông chẳng giống quả trứng.
现在的它更不像蛋了。	Giờ nó càng chẳng giống trứng.
一个放在烧焦的桌子上的烧焦的花瓶。	Một chiếc bình cháy đen đặt trên cái bàn cháy đen.
桌上花瓶里的一朵花。	Một đoá hoa trong bình trên bàn.
我应该把一些东西放进那里。	Ta nên bỏ thứ gì đó vào trong đó.
看起来不太新鲜。	Trông không tươi lắm.
有一点亮光真是好。	Có chút ánh sáng thật là tốt.
我们没忘记拿新灯泡吧？	Bọn ta không quên lấy bóng đèn mới chứ?
真是浪费木材。	Phí gỗ thật.
我觉得我本可以阻止这种事情发生的。	Ta thấy lẽ ra mình đã ngăn được chuyện này.
接招吧，大自然！	Đỡ chiêu này, thiên nhiên!
看来偷桦栗果惹火了它！	Xem ra trộm hạt dẻ bạch dương đã chọc giận nó!
满是阔叶。大部分时候是这样的。	Đầy lá rộng. Phần lớn thời gian là vậy.
里边绝对有东西。	Bên trong nhất định có thứ gì.
它很快将长成一棵树！	Nó sắp mọc thành cây rồi!
烤得很完美。	Nướng hoàn hảo.
疯狂的小坚果。	Hạt nhỏ điên rồ.
满是松针。	Đầy lá kim.
这棵悲催的树没有球果。	Cái cây đáng thương này chẳng có quả thông.
满是树枝。	Đầy cành cây.
它看起来很糟糕。比平常还严重。	Nó trông tệ lắm. Nặng hơn thường ngày.
它生长不需要任何助力。	Nó mọc chẳng cần trợ giúp gì.
那棵树看起来很弱。	Cái cây đó trông yếu lắm.
它里面有一棵想要出去的多枝树。	Bên trong nó có một cây lắm cành đang muốn chui ra.
我觉得有人在看着我。	Ta thấy có ai đang nhìn mình.
我没缺胳膊少腿吧？	Ta không thiếu tay thiếu chân chứ?
我应该试着种一些庄稼。	Ta nên thử trồng ít hoa màu.
长啊，植物，长啊！	Mọc đi, cây ơi, mọc đi!
应该需要施肥。	Chắc cần bón phân.
灰烬中长不出庄稼。	Trong tro tàn chẳng trồng được hoa màu.
变成鸟！	Hoá thành chim!
黑鸟的羽毛。	Lông của con chim đen.
红雀的羽毛。	Lông của chim hồng tước.
雪雀的羽毛。	Lông của chim sẻ tuyết.
金丝雀的羽毛。	Lông của chim hoàng yến.
有根羽毛写出来的字都科学了。	Có cây lông vũ thì chữ viết ra cũng khoa học hẳn.
我对知识的饥饿感从未停止过。	Cơn đói tri thức của ta chưa từng ngừng lại.
她被困住了！	Nàng bị mắc kẹt rồi!
要是我能抓住它们就好了！	Giá mà ta bắt được chúng!
它们让我的口袋发光！	Chúng khiến túi ta phát sáng!
那东西在发红光。	Thứ đó đang phát ánh đỏ.
在火熄灭之前我得加点燃料。	Trước khi lửa tắt ta phải thêm chút nhiên liệu.
好在火被围起来了！	May mà lửa được quây lại!
至少我能让它再烧起来。	Ít ra ta có thể nhóm nó cháy lại.
我不想点着整个世界。	Ta không muốn đốt cháy cả thế giới.
开始灭火！	Bắt đầu dập lửa!
一切都平息了。	Mọi thứ đã lắng xuống.
燃料有点不足了。	Nhiên liệu hơi thiếu rồi.
我现在要吃上一整天。	Giờ ta sẽ ăn cả ngày.
钩子、鱼线和棍子！	Lưỡi câu, dây câu và gậy!
这可以填饱肚子。	Cái này lấp đầy bụng được.
松脆而美味！	Giòn tan và ngon miệng!
烤得恰到好处。	Nướng vừa tới.
非常尖的石头。	Hòn đá cực nhọn.
很漂亮，但闻起来一股汗臭。	Rất đẹp, nhưng ngửi thấy mùi mồ hôi.
衬托我红润的脸颊。	Tôn lên đôi má hồng hào của ta.
